study,scale,guesser,respondent,contrast,type,est,se,df,t,p,p_adj,cgr,cgr_trial_id,model_name,trial_id
mock,scale1,self,self,PLPLvsPLAC,fixCondition,-1.274286,1.297972,116.0,-0.9817512,0.3282656,0.7601107,0.5,0,on_off_m3,9
mock,scale1,self,self,ACPLvsACAC,fixCondition,-1.908036,1.153732,116.0,-1.653795,0.1008729,0.3529316,0.5,0,on_off_m3,9
mock,scale1,self,self,PLPLvsACPL,fixGuess,-6.96625,1.259125,116.0,-5.532612,1.981748e-07,1.179558e-06,0.5,0,on_off_m3,9
mock,scale1,self,self,PLACvsACAC,fixGuess,-7.6,1.196007,116.0,-6.354479,4.255298e-09,2.545327e-08,0.5,0,on_off_m3,9
mock,scale1,self,self,PLPLvsPLAC,fixCondition,-0.07142857,1.128103,116.0,-0.06331744,0.9496227,0.9999084,0.5,1,on_off_m3,9
mock,scale1,self,self,ACPLvsACAC,fixCondition,-3.192857,1.002739,116.0,-3.184135,0.001864509,0.009941858,0.5,1,on_off_m3,9
mock,scale1,self,self,PLPLvsACPL,fixGuess,-5.75,1.09434,116.0,-5.254311,6.835791e-07,4.056158e-06,0.5,1,on_off_m3,9
mock,scale1,self,self,PLACvsACAC,fixGuess,-8.871429,1.039482,116.0,-8.534472,6.243775e-14,4.155565e-13,0.5,1,on_off_m3,9
mock,scale1,self,self,PLPLvsPLAC,fixCondition,1.25,1.473404,116.0,0.8483758,0.397976,0.8311523,0.5,2,on_off_m3,9
mock,scale1,self,self,ACPLvsACAC,fixCondition,-2.244643,1.309668,116.0,-1.713902,0.08921763,0.3211725,0.5,2,on_off_m3,9
mock,scale1,self,self,PLPLvsACPL,fixGuess,-4.8125,1.429306,116.0,-3.367018,0.001031411,0.005617575,0.5,2,on_off_m3,9
mock,scale1,self,self,PLACvsACAC,fixGuess,-8.307143,1.357657,116.0,-6.118735,1.314125e-08,7.852932e-08,0.5,2,on_off_m3,9
mock,scale1,self,self,PLPLvsPLAC,fixCondition,-1.374286,1.262709,116.0,-1.088363,0.2786909,0.6973327,0.5,3,on_off_m3,9
mock,scale1,self,self,ACPLvsACAC,fixCondition,-0.90625,1.122387,116.0,-0.8074308,0.4210709,0.8508308,0.5,3,on_off_m3,9
mock,scale1,self,self,PLPLvsACPL,fixGuess,-6.25375,1.224917,116.0,-5.105447,1.306501e-06,7.735955e-06,0.5,3,on_off_m3,9
mock,scale1,self,self,PLACvsACAC,fixGuess,-5.785714,1.163514,116.0,-4.972622,2.307915e-06,1.363498e-05,0.5,3,on_off_m3,9
