study,scale,guesser,respondent,strata,est,se,df,lower_CI,upper_CI,cgr,cgr_trial_id,model_name,trial_id
mock,scale1,self,self,PLPL,20.51724,0.847801,116.0,18.83806,22.19642,0.5,0,on_off_m3,18
mock,scale1,self,self,ACPL,27.7027,0.7505715,116.0,26.2161,29.1893,0.5,0,on_off_m3,18
mock,scale1,self,self,PLAC,20.34783,0.9519826,116.0,18.4623,22.23335,0.5,0,on_off_m3,18
mock,scale1,self,self,ACAC,26.48387,0.8199966,116.0,24.85976,28.10798,0.5,0,on_off_m3,18
mock,scale1,self,self,PLPL,19.72414,0.8749684,116.0,17.99115,21.45712,0.5,1,on_off_m3,18
mock,scale1,self,self,ACPL,27.94595,0.7746232,116.0,26.41171,29.48018,0.5,1,on_off_m3,18
mock,scale1,self,self,PLAC,20.82609,0.9824884,116.0,18.88014,22.77203,0.5,1,on_off_m3,18
mock,scale1,self,self,ACAC,26.29032,0.8462731,116.0,24.61417,27.96647,0.5,1,on_off_m3,18
mock,scale1,self,self,PLPL,20.27586,0.8139767,116.0,18.66368,21.88805,0.5,2,on_off_m3,18
mock,scale1,self,self,ACPL,26.64865,0.7206263,116.0,25.22136,28.07594,0.5,2,on_off_m3,18
mock,scale1,self,self,PLAC,19.56522,0.9140018,116.0,17.75492,21.37551,0.5,2,on_off_m3,18
mock,scale1,self,self,ACAC,27.03226,0.7872817,116.0,25.47295,28.59157,0.5,2,on_off_m3,18
mock,scale1,self,self,PLPL,20.41379,0.8790082,116.0,18.67281,22.15478,0.5,3,on_off_m3,18
mock,scale1,self,self,ACPL,28.2973,0.7781997,116.0,26.75597,29.83862,0.5,3,on_off_m3,18
mock,scale1,self,self,PLAC,19.52174,0.9870247,116.0,17.56681,21.47667,0.5,3,on_off_m3,18
mock,scale1,self,self,ACAC,26.09677,0.8501804,116.0,24.41288,27.78066,0.5,3,on_off_m3,18
