study,scale,guesser,respondent,contrast,type,est,se,df,t,p,p_adj,cgr,cgr_trial_id,model_name,trial_id
mock,scale1,self,self,PLPLvsPLAC,fixCondition,-4.596083,1.027125,116.0,-4.474709,1.797408e-05,0.0001049022,0.5,0,off_on_m3,0
mock,scale1,self,self,ACPLvsACAC,fixCondition,-6.011478,1.075563,116.0,-5.589145,1.534663e-07,9.139181e-07,0.5,0,off_on_m3,0
mock,scale1,self,self,PLPLvsACPL,fixGuess,0.8266254,1.244768,116.0,0.6640801,0.5079569,0.9103518,0.5,0,off_on_m3,0
mock,scale1,self,self,PLACvsACAC,fixGuess,-0.5887691,0.8138639,116.0,-0.7234246,0.4708753,0.8875658,0.5,0,off_on_m3,0
mock,scale1,self,self,PLPLvsPLAC,fixCondition,-5.424725,1.002337,116.0,-5.412075,3.402433e-07,2.022702e-06,0.5,1,off_on_m3,0
mock,scale1,self,self,ACPLvsACAC,fixCondition,-7.906743,1.049607,116.0,-7.533052,1.180464e-11,7.080458e-11,0.5,1,off_on_m3,0
mock,scale1,self,self,PLPLvsACPL,fixGuess,3.829721,1.214728,116.0,3.15274,0.002059159,0.01093542,0.5,1,off_on_m3,0
mock,scale1,self,self,PLACvsACAC,fixGuess,1.347703,0.7942231,116.0,1.696882,0.09240072,0.3300017,0.5,1,off_on_m3,0
mock,scale1,self,self,PLPLvsPLAC,fixCondition,-5.95716,1.156973,116.0,-5.148918,1.082502e-06,6.413855e-06,0.5,2,off_on_m3,0
mock,scale1,self,self,ACPLvsACAC,fixCondition,-9.005739,1.211535,116.0,-7.433327,1.96946e-11,1.180925e-10,0.5,2,off_on_m3,0
mock,scale1,self,self,PLPLvsACPL,fixGuess,3.544892,1.402131,116.0,2.528218,0.01280862,0.0608244,0.5,2,off_on_m3,0
mock,scale1,self,self,PLACvsACAC,fixGuess,0.4963131,0.9167523,116.0,0.5413819,0.5892826,0.9486799,0.5,2,off_on_m3,0
mock,scale1,self,self,PLPLvsPLAC,fixCondition,-4.359853,1.168007,116.0,-3.732729,0.000294994,0.001659281,0.5,3,off_on_m3,0
mock,scale1,self,self,ACPLvsACAC,fixCondition,-7.064562,1.223089,116.0,-5.775999,6.529739e-08,3.894304e-07,0.5,3,off_on_m3,0
mock,scale1,self,self,PLPLvsACPL,fixGuess,3.340557,1.415502,116.0,2.35998,0.01994585,0.09074935,0.5,3,off_on_m3,0
mock,scale1,self,self,PLACvsACAC,fixGuess,0.635848,0.925495,116.0,0.6870356,0.4934315,0.9018594,0.5,3,off_on_m3,0
