study,scale,guesser,respondent,model_type,df1,df2,f,adjr2,p,cgr,cgr_trial_id,model_name,trial_id
mock,scale1,self,self,without_guess,1.0,118.0,0.8444475754099642,-0.0013088741440052676,0.3600024727036947,0.5,0,off_on_m3,3
mock,scale1,self,self,with_guess,3.0,116.0,27.62546087157417,0.40163835224952127,1.4882829935980723e-13,0.5,0,off_on_m3,3
mock,scale1,self,self,without_guess,1.0,118.0,0.06906502919216362,-0.007884664544244968,0.793161286033549,0.5,1,off_on_m3,3
mock,scale1,self,self,with_guess,3.0,116.0,21.12873594646146,0.3366268152201083,5.4506609708718715e-11,0.5,1,off_on_m3,3
mock,scale1,self,self,without_guess,1.0,118.0,0.09894752382530556,-0.007629640187885034,0.7536518280293081,0.5,2,off_on_m3,3
mock,scale1,self,self,with_guess,3.0,116.0,13.279349865125168,0.23638674695315665,1.6391643553557418e-07,0.5,2,off_on_m3,3
mock,scale1,self,self,without_guess,1.0,118.0,0.5678869534035421,-0.0036444357549043627,0.45260083072625656,0.5,3,off_on_m3,3
mock,scale1,self,self,with_guess,3.0,116.0,18.26175408944265,0.30321856570367245,8.997119633945267e-10,0.5,3,off_on_m3,3
