study,scale,guesser,respondent,model_type,df1,df2,f,adjr2,p,cgr,cgr_trial_id,model_name,trial_id
mock,scale1,self,self,without_guess,1.0,118.0,7.98288190443082,0.05542722788107002,0.005546722022424328,0.5,0,off_on_m3,8
mock,scale1,self,self,with_guess,3.0,116.0,12.744951491715502,0.22844936441279073,2.9433654437115013e-07,0.5,0,off_on_m3,8
mock,scale1,self,self,without_guess,1.0,118.0,0.42969120700697766,-0.004815589631118389,0.5134164850730778,0.5,1,off_on_m3,8
mock,scale1,self,self,with_guess,3.0,116.0,20.398934767075907,0.32843032655541227,1.099098510074643e-10,0.5,1,off_on_m3,8
mock,scale1,self,self,without_guess,1.0,118.0,0.38761766121800345,-0.00517268909434776,0.5347556299353333,0.5,2,off_on_m3,8
mock,scale1,self,self,with_guess,3.0,116.0,12.734603898265409,0.22829404349921267,2.977078422088298e-07,0.5,2,off_on_m3,8
mock,scale1,self,self,without_guess,1.0,118.0,0.7511672683513865,-0.00209541293254234,0.387865858493455,0.5,3,off_on_m3,8
mock,scale1,self,self,with_guess,3.0,116.0,16.426417937013046,0.2800064299899936,5.8143846932653165e-09,0.5,3,off_on_m3,8
