study,scale,guesser,respondent,contrast,type,est,se,df,t,p,p_adj,cgr,cgr_trial_id,model_name,trial_id
mock,scale1,self,self,PLPLvsPLAC,fixCondition,1.0,1.065255,116.0,0.9387423,0.3498136,0.7840697,0.5,0,on_off_m3,27
mock,scale1,self,self,ACPLvsACAC,fixCondition,-1.621212,0.915108,116.0,-1.771607,0.07908563,0.2922449,0.5,0,on_off_m3,27
mock,scale1,self,self,PLPLvsACPL,fixGuess,-6.878788,1.018664,116.0,-6.752756,6.075914e-10,3.638451e-09,0.5,0,on_off_m3,27
mock,scale1,self,self,PLACvsACAC,fixGuess,-9.5,0.9667032,116.0,-9.827214,6.008176e-17,3.919087e-14,0.5,0,on_off_m3,27
mock,scale1,self,self,PLPLvsPLAC,fixCondition,-1.689815,1.15982,116.0,-1.456963,0.1478283,0.4668148,0.5,1,on_off_m3,27
mock,scale1,self,self,ACPLvsACAC,fixCondition,-0.2752525,0.9963441,116.0,-0.2762625,0.7828381,0.9925979,0.5,1,on_off_m3,27
mock,scale1,self,self,PLPLvsACPL,fixGuess,-7.238636,1.109093,116.0,-6.526628,1.845859e-09,1.10472e-08,0.5,1,on_off_m3,27
mock,scale1,self,self,PLACvsACAC,fixGuess,-5.824074,1.05252,116.0,-5.533459,1.974187e-07,1.175067e-06,0.5,1,on_off_m3,27
mock,scale1,self,self,PLPLvsPLAC,fixCondition,-0.4305556,1.12326,116.0,-0.3833088,0.7021924,0.9807532,0.5,2,on_off_m3,27
mock,scale1,self,self,ACPLvsACAC,fixCondition,-2.734848,0.9649374,116.0,-2.834224,0.005420007,0.02741086,0.5,2,on_off_m3,27
mock,scale1,self,self,PLPLvsACPL,fixGuess,-7.723485,1.074132,116.0,-7.190443,6.78672e-11,4.067461e-10,0.5,2,on_off_m3,27
mock,scale1,self,self,PLACvsACAC,fixGuess,-10.02778,1.019342,116.0,-9.8375,5.682602e-17,3.896883e-14,0.5,2,on_off_m3,27
mock,scale1,self,self,PLPLvsPLAC,fixCondition,0.00462963,1.015856,116.0,0.004557369,0.9963716,1.0,0.5,3,on_off_m3,27
mock,scale1,self,self,ACPLvsACAC,fixCondition,-1.010101,0.8726715,116.0,-1.157481,0.2494536,0.6547444,0.5,3,on_off_m3,27
mock,scale1,self,self,PLPLvsACPL,fixGuess,-7.170455,0.9714251,116.0,-7.381377,2.569038e-11,1.540265e-10,0.5,3,on_off_m3,27
mock,scale1,self,self,PLACvsACAC,fixGuess,-8.185185,0.9218741,116.0,-8.878854,9.953918e-15,9.836576e-14,0.5,3,on_off_m3,27
