study,scale,guesser,respondent,strata,est,se,df,lower_CI,upper_CI,cgr,cgr_trial_id,model_name,trial_id
mock,scale1,self,self,PLPL,20.68966,0.8251347,116.0,19.05537,22.32394,0.5,0,on_off_m3,23
mock,scale1,self,self,ACPL,25.88889,0.740581,116.0,24.42207,27.3557,0.5,0,on_off_m3,23
mock,scale1,self,self,PLAC,20.58333,0.9070228,116.0,18.78686,22.37981,0.5,0,on_off_m3,23
mock,scale1,self,self,ACAC,27.67742,0.7980737,116.0,26.09673,29.2581,0.5,0,on_off_m3,23
mock,scale1,self,self,PLPL,19.06897,0.82672,116.0,17.43154,20.70639,0.5,1,on_off_m3,23
mock,scale1,self,self,ACPL,28.52778,0.7420039,116.0,27.05815,29.99741,0.5,1,on_off_m3,23
mock,scale1,self,self,PLAC,20.20833,0.9087655,116.0,18.40841,22.00826,0.5,1,on_off_m3,23
mock,scale1,self,self,ACAC,29.29032,0.7996071,116.0,27.7066,30.87405,0.5,1,on_off_m3,23
mock,scale1,self,self,PLPL,20.51724,0.7021756,116.0,19.12649,21.90799,0.5,2,on_off_m3,23
mock,scale1,self,self,ACPL,26.69444,0.6302219,116.0,25.44621,27.94268,0.5,2,on_off_m3,23
mock,scale1,self,self,PLAC,20.0,0.771861,116.0,18.47123,21.52877,0.5,2,on_off_m3,23
mock,scale1,self,self,ACAC,27.48387,0.6791472,116.0,26.13873,28.82901,0.5,2,on_off_m3,23
mock,scale1,self,self,PLPL,21.24138,0.7621997,116.0,19.73175,22.75101,0.5,3,on_off_m3,23
mock,scale1,self,self,ACPL,27.83333,0.6840952,116.0,26.4784,29.18827,0.5,3,on_off_m3,23
mock,scale1,self,self,PLAC,20.0,0.837842,116.0,18.34055,21.65945,0.5,3,on_off_m3,23
mock,scale1,self,self,ACAC,28.0,0.7372027,116.0,26.53988,29.46012,0.5,3,on_off_m3,23
