study,scale,guesser,respondent,contrast,type,est,se,df,t,p,p_adj,cgr,cgr_trial_id,model_name,trial_id
mock,scale1,self,self,PLPLvsPLAC,fixCondition,0.6428571,1.249238,116.0,0.5145994,0.6078121,0.9554559,0.5,0,on_off_m3,14
mock,scale1,self,self,ACPLvsACAC,fixCondition,-0.3298611,1.091079,116.0,-0.3023255,0.7629454,0.9903547,0.5,0,on_off_m3,14
mock,scale1,self,self,PLPLvsACPL,fixGuess,-5.246032,1.131587,116.0,-4.635996,9.378797e-06,5.499719e-05,0.5,0,on_off_m3,14
mock,scale1,self,self,PLACvsACAC,fixGuess,-6.21875,1.212667,116.0,-5.12816,1.184355e-06,7.015154e-06,0.5,0,on_off_m3,14
mock,scale1,self,self,PLPLvsPLAC,fixCondition,-0.0297619,1.174337,116.0,-0.02534357,0.9798245,0.9999941,0.5,1,on_off_m3,14
mock,scale1,self,self,ACPLvsACAC,fixCondition,1.006944,1.025662,116.0,0.9817512,0.3282656,0.7601107,0.5,1,on_off_m3,14
mock,scale1,self,self,PLPLvsACPL,fixGuess,-7.765873,1.06374,116.0,-7.300536,3.880195e-11,2.325967e-10,0.5,1,on_off_m3,14
mock,scale1,self,self,PLACvsACAC,fixGuess,-6.729167,1.139959,116.0,-5.90299,3.624009e-08,2.163136e-07,0.5,1,on_off_m3,14
mock,scale1,self,self,PLPLvsPLAC,fixCondition,0.4940476,1.370425,116.0,0.3605069,0.7191238,0.9838842,0.5,2,on_off_m3,14
mock,scale1,self,self,ACPLvsACAC,fixCondition,1.003472,1.196924,116.0,0.8383761,0.4035437,0.8360596,0.5,2,on_off_m3,14
mock,scale1,self,self,PLPLvsACPL,fixGuess,-7.936508,1.241361,116.0,-6.393394,3.526135e-09,2.10946e-08,0.5,2,on_off_m3,14
mock,scale1,self,self,PLACvsACAC,fixGuess,-7.427083,1.330306,116.0,-5.582987,1.578102e-07,9.397355e-07,0.5,2,on_off_m3,14
mock,scale1,self,self,PLPLvsPLAC,fixCondition,1.797619,1.184431,116.0,1.517707,0.131809,0.4302765,0.5,3,on_off_m3,14
mock,scale1,self,self,ACPLvsACAC,fixCondition,2.652778,1.034477,116.0,2.564366,0.01161342,0.05561325,0.5,3,on_off_m3,14
mock,scale1,self,self,PLPLvsACPL,fixGuess,-6.813492,1.072883,116.0,-6.350638,4.334854e-09,2.592879e-08,0.5,3,on_off_m3,14
mock,scale1,self,self,PLACvsACAC,fixGuess,-5.958333,1.149757,116.0,-5.182254,9.365413e-07,5.551711e-06,0.5,3,on_off_m3,14
