study,scale,guesser,respondent,model_type,df1,df2,f,adjr2,p,cgr,cgr_trial_id,model_name,trial_id
mock,scale1,self,self,without_guess,1.0,118.0,0.45592089269036745,-0.004593093390431013,0.5008575231453883,0.5,0,off_on_m3,6
mock,scale1,self,self,with_guess,3.0,116.0,13.107807664690105,0.2338566990984805,1.9768250588933193e-07,0.5,0,off_on_m3,6
mock,scale1,self,self,without_guess,1.0,118.0,0.046675138621228206,-0.00807582983814914,0.8293262419446381,0.5,1,off_on_m3,6
mock,scale1,self,self,with_guess,3.0,116.0,2.2040068012924365,0.029458942051354353,0.09133626437753727,0.5,1,off_on_m3,6
mock,scale1,self,self,without_guess,1.0,118.0,0.7540804608274269,-0.0020708302251029043,0.3869501047953069,0.5,2,off_on_m3,6
mock,scale1,self,self,with_guess,3.0,116.0,9.479230465501788,0.1761153280044796,1.1897852469344045e-05,0.5,2,off_on_m3,6
mock,scale1,self,self,without_guess,1.0,118.0,0.2918037855573018,-0.005986857853030436,0.5900850102545221,0.5,3,off_on_m3,6
mock,scale1,self,self,with_guess,3.0,116.0,10.578238573261983,0.19450212213010354,3.3453730467172108e-06,0.5,3,off_on_m3,6
