study,scale,guesser,respondent,model_type,component,est,se,t,p,cgr,cgr_trial_id,model_name,trial_id
mock,scale1,self,self,without_guess,intercept,21.576923076923073,0.6802248286110012,31.72028154423958,1.350653440100361e-59,0.5,0,on_off_m3,13
mock,scale1,self,self,without_guess,conditionAC,6.011312217194571,0.9036258505977943,6.652434979829078,9.492764195166468e-10,0.5,0,on_off_m3,13
mock,scale1,self,self,with_guess,intercept,19.709677419354843,0.8366601156457959,23.557567823274884,5.0052175200319e-46,0.5,0,on_off_m3,13
mock,scale1,self,self,with_guess,conditionAC,8.649296939619521,1.1208971960210996,7.7164051889168155,4.5812451473938884e-12,0.5,0,on_off_m3,13
mock,scale1,self,self,with_guess,guessAC,4.623655913978498,1.3165613174342203,3.5119183989009386,0.0006348300096495744,0.5,0,on_off_m3,13
mock,scale1,self,self,with_guess,conditionAC:guessAC,-6.430906135021819,1.7429917093792138,-3.6895793023090504,0.0003435127738333718,0.5,0,on_off_m3,13
mock,scale1,self,self,without_guess,intercept,19.999999999999996,0.6463833765172493,30.941389779794683,1.8578211563763173e-58,0.5,1,on_off_m3,13
mock,scale1,self,self,without_guess,conditionAC,7.220588235294117,0.8586701100140163,8.409036428642256,1.0996834318308675e-13,0.5,1,on_off_m3,13
mock,scale1,self,self,with_guess,intercept,18.451612903225804,0.8078351724079679,22.840813984647212,9.599736656849997e-45,0.5,1,on_off_m3,13
mock,scale1,self,self,with_guess,conditionAC,9.368899917287015,1.0822796051421442,8.656635376637745,3.260170778002656e-14,0.5,1,on_off_m3,13
mock,scale1,self,self,with_guess,guessAC,3.834101382488481,1.2712026293188325,3.01612134372548,0.0031465675959680803,0.5,1,on_off_m3,13
mock,scale1,self,self,with_guess,conditionAC:guessAC,-5.240821099553026,1.682941473749085,-3.1140839900261414,0.0023247509664113494,0.5,1,on_off_m3,13
mock,scale1,self,self,without_guess,intercept,20.384615384615387,0.6379298022198893,31.95432367900093,6.205474105301404e-60,0.5,2,on_off_m3,13
mock,scale1,self,self,without_guess,conditionAC,7.1742081447963795,0.8474401931633744,8.4657397686273,8.12697414697284e-14,0.5,2,on_off_m3,13
mock,scale1,self,self,with_guess,intercept,19.61290322580645,0.8115081654189391,24.168460727294512,4.228050057802506e-47,0.5,2,on_off_m3,13
mock,scale1,self,self,with_guess,conditionAC,8.899917287014059,1.0872004176561063,8.186087075096399,3.94028359489515e-13,0.5,2,on_off_m3,13
mock,scale1,self,self,with_guess,guessAC,1.9109062980030727,1.2769824202124362,1.496423339708293,0.13725926799837515,0.5,2,on_off_m3,13
mock,scale1,self,self,with_guess,conditionAC:guessAC,-4.147864741858068,1.6905933221484668,-2.4534964663097165,0.01563450292287681,0.5,2,on_off_m3,13
mock,scale1,self,self,without_guess,intercept,19.78846153846154,0.6092113211448003,32.48209751137918,1.0920911367390239e-60,0.5,3,on_off_m3,13
mock,scale1,self,self,without_guess,conditionAC,8.638009049773753,0.8092899216680739,10.67356557705483,5.026928473404024e-19,0.5,3,on_off_m3,13
mock,scale1,self,self,with_guess,intercept,18.806451612903224,0.7551735846272877,24.90348178979944,2.284001080117216e-48,0.5,3,on_off_m3,13
mock,scale1,self,self,with_guess,conditionAC,10.91149710504549,1.0117273880858535,10.785017024882158,3.3212927970375083e-19,0.5,3,on_off_m3,13
mock,scale1,self,self,with_guess,guessAC,2.4316436251920153,1.1883347979376342,2.0462613982289795,0.04299125769559705,0.5,3,on_off_m3,13
mock,scale1,self,self,with_guess,conditionAC:guessAC,-5.459937170726939,1.5732329921470645,-3.4705203857157283,0.0007303018212441995,0.5,3,on_off_m3,13
