study,scale,guesser,respondent,strata,est,se,df,lower_CI,upper_CI,cgr,cgr_trial_id,model_name,trial_id
mock,scale1,self,self,PLPL,20.88462,0.8786995,116.0,19.14424,22.62499,0.5,0,on_off_m3,4
mock,scale1,self,self,ACPL,27.11765,0.7684004,116.0,25.59573,28.63956,0.5,0,on_off_m3,4
mock,scale1,self,self,PLAC,21.19231,0.8786995,116.0,19.45193,22.93268,0.5,0,on_off_m3,4
mock,scale1,self,self,ACAC,28.47059,0.7684004,116.0,26.94867,29.9925,0.5,0,on_off_m3,4
mock,scale1,self,self,PLPL,20.23077,0.7933277,116.0,18.65948,21.80205,0.5,1,on_off_m3,4
mock,scale1,self,self,ACPL,26.58824,0.693745,116.0,25.21419,27.96228,0.5,1,on_off_m3,4
mock,scale1,self,self,PLAC,21.65385,0.7933277,116.0,20.08256,23.22513,0.5,1,on_off_m3,4
mock,scale1,self,self,ACAC,29.32353,0.693745,116.0,27.94948,30.69758,0.5,1,on_off_m3,4
mock,scale1,self,self,PLPL,20.15385,0.8409231,116.0,18.48829,21.8194,0.5,2,on_off_m3,4
mock,scale1,self,self,ACPL,26.35294,0.7353659,116.0,24.89646,27.80943,0.5,2,on_off_m3,4
mock,scale1,self,self,PLAC,21.84615,0.8409231,116.0,20.1806,23.51171,0.5,2,on_off_m3,4
mock,scale1,self,self,ACAC,27.41176,0.7353659,116.0,25.95528,28.86825,0.5,2,on_off_m3,4
mock,scale1,self,self,PLPL,19.73077,0.8461915,116.0,18.05478,21.40676,0.5,3,on_off_m3,4
mock,scale1,self,self,ACPL,27.52941,0.739973,116.0,26.0638,28.99502,0.5,3,on_off_m3,4
mock,scale1,self,self,PLAC,20.46154,0.8461915,116.0,18.78555,22.13753,0.5,3,on_off_m3,4
mock,scale1,self,self,ACAC,27.88235,0.739973,116.0,26.41674,29.34796,0.5,3,on_off_m3,4
