study,scale,guesser,respondent,model_type,component,est,se,t,p,cgr,cgr_trial_id,model_name,trial_id
mock,scale1,self,self,without_guess,intercept,23.318181818181813,0.7839929812931364,29.742845120526788,1.1623838120089365e-56,0.5,0,off_on_m3,1
mock,scale1,self,self,without_guess,conditionAC,-0.2255892255892238,1.1687077333694496,-0.1930244997513942,0.8472716214030883,0.5,0,off_on_m3,1
mock,scale1,self,self,with_guess,intercept,19.117647058823522,1.30797091234018,14.616263158802848,4.504003253694277e-28,0.5,0,off_on_m3,1
mock,scale1,self,self,with_guess,conditionAC,-4.57219251336898,2.086799668278157,-2.1910069197689443,0.03045053565036686,0.5,0,off_on_m3,1
mock,scale1,self,self,with_guess,guessAC,5.657863145258107,1.5180008462854795,3.7271804947294958,0.0003008472163696038,0.5,0,off_on_m3,1
mock,scale1,self,self,with_guess,conditionAC:guessAC,5.075752076729207,2.371630141331946,2.140195466515104,0.03443333086268108,0.5,0,off_on_m3,1
mock,scale1,self,self,without_guess,intercept,22.757575757575758,0.6846198470017881,33.24118612283865,9.33461939860159e-62,0.5,1,off_on_m3,1
mock,scale1,self,self,without_guess,conditionAC,0.05723905723905755,1.020571011094336,0.05608532538826608,0.9553686895859139,0.5,1,off_on_m3,1
mock,scale1,self,self,with_guess,intercept,19.411764705882355,1.1850569524777097,16.38044877530684,5.910813296908496e-32,0.5,1,off_on_m3,1
mock,scale1,self,self,with_guess,conditionAC,-3.3208556149732615,1.8906968281860626,-1.7564188850728097,0.0816558900743229,0.5,1,off_on_m3,1
mock,scale1,self,self,with_guess,guessAC,4.506602641056424,1.3753497419442524,3.276695740449044,0.001385730981072711,0.5,1,off_on_m3,1
mock,scale1,self,self,with_guess,conditionAC:guessAC,3.9373719889647174,2.148760925166622,1.8323918416654008,0.06945806894822719,0.5,1,off_on_m3,1
mock,scale1,self,self,without_guess,intercept,24.015151515151512,0.6998347245837424,34.31546145332469,3.102263033980566e-63,0.5,2,off_on_m3,1
mock,scale1,self,self,without_guess,conditionAC,-0.1262626262626246,1.043252011456061,-0.12102792506136706,0.9038747656264291,0.5,2,off_on_m3,1
mock,scale1,self,self,with_guess,intercept,19.588235294117645,1.0576909321363066,18.519810181745296,1.9281517117542358e-36,0.5,2,off_on_m3,1
mock,scale1,self,self,with_guess,conditionAC,-4.860962566844916,1.6874909567933944,-2.880585846860962,0.00472928211655602,0.5,2,off_on_m3,1
mock,scale1,self,self,with_guess,guessAC,5.962785114045621,1.227531678987223,4.857540718594918,3.751835354030582e-06,0.5,2,off_on_m3,1
mock,scale1,self,self,with_guess,conditionAC:guessAC,5.542500298216535,1.9178191741129047,2.8900015043286036,0.004599264053052248,0.5,2,off_on_m3,1
mock,scale1,self,self,without_guess,intercept,23.57575757575757,0.67562242274961,34.894871428053385,5.1279716351489606e-64,0.5,3,off_on_m3,1
mock,scale1,self,self,without_guess,conditionAC,0.14646464646464832,1.0071584429274858,0.14542363963997829,0.8846245189537751,0.5,3,off_on_m3,1
mock,scale1,self,self,with_guess,intercept,18.88235294117646,1.0890976905851344,17.3376117720272,5.413959446952915e-34,0.5,3,off_on_m3,1
mock,scale1,self,self,with_guess,conditionAC,-2.3368983957219176,1.737598808959193,-1.3449010114836002,0.18128083014946136,0.5,3,off_on_m3,1
mock,scale1,self,self,with_guess,guessAC,6.321728691476596,1.2639816378162807,5.001440291805455,2.0413805839992296e-06,0.5,3,off_on_m3,1
mock,scale1,self,self,with_guess,conditionAC:guessAC,2.690956297952577,1.9747663235303987,1.362670745337507,0.17562595003025144,0.5,3,off_on_m3,1
