study,scale,guesser,respondent,contrast,type,est,se,df,t,p,p_adj,cgr,cgr_trial_id,model_name,trial_id
mock,scale1,self,self,PLPLvsPLAC,fixCondition,-6.777778,1.173147,116.0,-5.77743,6.486772e-08,3.868718e-07,0.5,0,off_on_m3,11
mock,scale1,self,self,ACPLvsACAC,fixCondition,-6.314286,1.265296,116.0,-4.990364,2.140074e-06,1.264742e-05,0.5,0,off_on_m3,11
mock,scale1,self,self,PLPLvsACPL,fixGuess,-0.06666667,1.470618,116.0,-0.04533241,0.9639203,0.9999664,0.5,0,off_on_m3,11
mock,scale1,self,self,PLACvsACAC,fixGuess,0.3968254,0.9025132,116.0,0.4396893,0.6609802,0.9714558,0.5,0,off_on_m3,11
mock,scale1,self,self,PLPLvsPLAC,fixCondition,-7.555556,1.172312,116.0,-6.445003,2.746045e-09,1.643061e-08,0.5,1,off_on_m3,11
mock,scale1,self,self,ACPLvsACAC,fixCondition,-7.652381,1.264395,116.0,-6.052209,1.80004e-08,1.075317e-07,0.5,1,off_on_m3,11
mock,scale1,self,self,PLPLvsACPL,fixGuess,-0.9111111,1.469571,116.0,-0.6199844,0.5364841,0.9255042,0.5,1,off_on_m3,11
mock,scale1,self,self,PLACvsACAC,fixGuess,-1.007937,0.9018706,116.0,-1.117607,0.2660444,0.6794529,0.5,1,off_on_m3,11
mock,scale1,self,self,PLPLvsPLAC,fixCondition,-7.077778,1.020235,116.0,-6.937397,2.425226e-10,1.452854e-09,0.5,2,off_on_m3,11
mock,scale1,self,self,ACPLvsACAC,fixCondition,-5.47619,1.100373,116.0,-4.976669,2.26853e-06,1.340328e-05,0.5,2,off_on_m3,11
mock,scale1,self,self,PLPLvsACPL,fixGuess,-2.388889,1.278933,116.0,-1.867877,0.06430281,0.2475983,0.5,2,off_on_m3,11
mock,scale1,self,self,PLACvsACAC,fixGuess,-0.7873016,0.7848765,116.0,-1.00309,0.3179054,0.7479023,0.5,2,off_on_m3,11
mock,scale1,self,self,PLPLvsPLAC,fixCondition,-4.077778,1.084648,116.0,-3.75954,0.0002682015,0.001511466,0.5,3,off_on_m3,11
mock,scale1,self,self,ACPLvsACAC,fixCondition,-4.628571,1.169845,116.0,-3.956569,0.0001313721,0.0007496654,0.5,3,off_on_m3,11
mock,scale1,self,self,PLPLvsACPL,fixGuess,-0.5222222,1.359678,116.0,-0.3840778,0.7016239,0.9806414,0.5,3,off_on_m3,11
mock,scale1,self,self,PLACvsACAC,fixGuess,-1.073016,0.8344297,116.0,-1.285927,0.2010295,0.5737145,0.5,3,off_on_m3,11
