study,scale,guesser,respondent,model_type,component,est,se,t,p,cgr,cgr_trial_id,model_name,trial_id
mock,scale1,self,self,without_guess,intercept,19.634615384615387,0.6024826787426935,32.58951016747965,7.689550132299016e-61,0.5,0,on_off_m3,30
mock,scale1,self,self,without_guess,conditionAC,6.203619909502262,0.8003514428619009,7.751119792224433,3.5395173171618053e-12,0.5,0,on_off_m3,30
mock,scale1,self,self,with_guess,intercept,21.320000000000004,0.848953781093451,25.113263495381197,1.0038290799977358e-48,0.5,0,on_off_m3,30
mock,scale1,self,self,with_guess,conditionAC,4.437575757575757,1.1254885309797062,3.9427996247220496,0.0001381999592436386,0.5,0,on_off_m3,30
mock,scale1,self,self,with_guess,guessAC,-3.2459259259259268,1.1781588141469674,-2.7550835141662144,0.006815290236956287,0.5,0,on_off_m3,30
mock,scale1,self,self,with_guess,conditionAC:guessAC,3.402635882635883,1.5648839905960894,2.174369412099209,0.0317081071170711,0.5,0,on_off_m3,30
mock,scale1,self,self,without_guess,intercept,19.115384615384617,0.6314101509735963,30.27411673047994,1.829377734550477e-57,0.5,1,on_off_m3,30
mock,scale1,self,self,without_guess,conditionAC,7.899321266968327,0.8387793428750039,9.417639256461154,4.797984531132705e-16,0.5,1,on_off_m3,30
mock,scale1,self,self,with_guess,intercept,19.799999999999997,0.9031082905345129,21.924281071853727,4.5776339945025834e-43,0.5,1,on_off_m3,30
mock,scale1,self,self,with_guess,conditionAC,8.169696969696972,1.1972831099475314,6.823529791592059,4.277789398614079e-10,0.5,1,on_off_m3,30
mock,scale1,self,self,with_guess,guessAC,-1.3185185185185166,1.253313214827785,-1.0520263433906993,0.29497404703578783,0.5,1,on_off_m3,30
mock,scale1,self,self,with_guess,conditionAC:guessAC,-0.5368927368927388,1.6647074753725521,-0.32251476300518517,0.7476433162708054,0.5,1,on_off_m3,30
mock,scale1,self,self,without_guess,intercept,19.365384615384613,0.7161660602951618,27.04035514808302,2.123307649116665e-52,0.5,2,on_off_m3,30
mock,scale1,self,self,without_guess,conditionAC,6.752262443438914,0.9513709852740012,7.097402115426315,1.0231902328839047e-10,0.5,2,on_off_m3,30
mock,scale1,self,self,with_guess,intercept,19.840000000000007,1.037991516671288,19.113836367010457,1.2131307792981864e-37,0.5,2,on_off_m3,30
mock,scale1,self,self,with_guess,conditionAC,6.705454545454545,1.3761026492668005,4.872786597008058,3.5192853408856683e-06,0.5,2,on_off_m3,30
mock,scale1,self,self,with_guess,guessAC,-0.9140740740740738,1.440501098659269,-0.6345528475645305,0.52696959870494,0.5,2,on_off_m3,30
mock,scale1,self,self,with_guess,conditionAC:guessAC,0.0829052429052423,1.9133389154840796,0.043330139911081596,0.9655128637108394,0.5,2,on_off_m3,30
mock,scale1,self,self,without_guess,intercept,18.346153846153847,0.659097148342828,27.835280265256337,1.100961739064705e-53,0.5,3,on_off_m3,30
mock,scale1,self,self,without_guess,conditionAC,8.712669683257918,0.8755593683841553,9.950975339727275,2.621680517464495e-17,0.5,3,on_off_m3,30
mock,scale1,self,self,with_guess,intercept,17.719999999999995,0.9550500727999154,18.554000993948268,1.642382239574859e-36,0.5,3,on_off_m3,30
mock,scale1,self,self,with_guess,conditionAC,9.492121212121214,1.2661441969940601,7.4968721845871595,1.4217031557040293e-11,0.5,3,on_off_m3,30
mock,scale1,self,self,with_guess,guessAC,1.2059259259259272,1.3253968428901592,0.9098602674322704,0.3647828749829345,0.5,3,on_off_m3,30
mock,scale1,self,self,with_guess,conditionAC:guessAC,-1.5037614237614243,1.7604522206347313,-0.8541904211516987,0.39476008529585505,0.5,3,on_off_m3,30
