study,scale,guesser,respondent,strata,est,se,df,lower_CI,upper_CI,cgr,cgr_trial_id,model_name,trial_id
mock,scale1,self,self,PLPL,20.03226,0.7934111,116.0,18.46081,21.60371,0.5,0,on_off_m3,19
mock,scale1,self,self,ACPL,26.30769,0.7073702,116.0,24.90666,27.70873,0.5,0,on_off_m3,19
mock,scale1,self,self,PLAC,19.80952,0.9639832,116.0,17.90023,21.71881,0.5,0,on_off_m3,19
mock,scale1,self,self,ACAC,26.55172,0.8203139,116.0,24.92699,28.17646,0.5,0,on_off_m3,19
mock,scale1,self,self,PLPL,21.51613,0.8660036,116.0,19.8009,23.23136,0.5,1,on_off_m3,19
mock,scale1,self,self,ACPL,25.30769,0.7720905,116.0,23.77847,26.83691,0.5,1,on_off_m3,19
mock,scale1,self,self,PLAC,20.04762,1.052182,116.0,17.96364,22.1316,0.5,1,on_off_m3,19
mock,scale1,self,self,ACAC,26.06897,0.8953679,116.0,24.29558,27.84235,0.5,1,on_off_m3,19
mock,scale1,self,self,PLPL,20.0,0.7997678,116.0,18.41596,21.58404,0.5,2,on_off_m3,19
mock,scale1,self,self,ACPL,25.38462,0.7130377,116.0,23.97235,26.79688,0.5,2,on_off_m3,19
mock,scale1,self,self,PLAC,19.33333,0.9717065,116.0,17.40875,21.25792,0.5,2,on_off_m3,19
mock,scale1,self,self,ACAC,25.68966,0.8268863,116.0,24.0519,27.32741,0.5,2,on_off_m3,19
mock,scale1,self,self,PLPL,21.70968,0.841944,116.0,20.0421,23.37725,0.5,3,on_off_m3,19
mock,scale1,self,self,ACPL,26.35897,0.7506401,116.0,24.87224,27.84571,0.5,3,on_off_m3,19
mock,scale1,self,self,PLAC,21.28571,1.02295,116.0,19.25963,23.3118,0.5,3,on_off_m3,19
mock,scale1,self,self,ACAC,27.13793,0.8704925,116.0,25.41381,28.86205,0.5,3,on_off_m3,19
