study,scale,guesser,respondent,model_type,df1,df2,f,adjr2,p,cgr,cgr_trial_id,model_name,trial_id
mock,scale1,self,self,without_guess,1.0,118.0,0.017034534359631304,-0.008329013430295795,0.8963801122557432,0.5,0,off_on_m3,11
mock,scale1,self,self,with_guess,3.0,116.0,19.435864520792148,0.317298818898469,2.8088593989432236e-10,0.5,0,off_on_m3,11
mock,scale1,self,self,without_guess,1.0,118.0,1.367977523985953,0.0030827155793271555,0.2445167469628995,0.5,1,off_on_m3,11
mock,scale1,self,self,with_guess,3.0,116.0,26.806098523950283,0.3941501240831755,3.035807145745488e-13,0.5,1,off_on_m3,11
mock,scale1,self,self,without_guess,1.0,118.0,2.615716347888858,0.013395570633835896,0.10847994004932204,0.5,2,off_on_m3,11
mock,scale1,self,self,with_guess,3.0,116.0,25.69398776360047,0.38368142745278755,8.101182031628331e-13,0.5,2,off_on_m3,11
mock,scale1,self,self,without_guess,1.0,118.0,1.6661480105015447,0.005566720593722874,0.19929855515092235,0.5,3,off_on_m3,11
mock,scale1,self,self,with_guess,3.0,116.0,10.615700940441329,0.19511442747840824,3.2051512308309653e-06,0.5,3,off_on_m3,11
