study,scale,guesser,respondent,strata,est,se,df,lower_CI,upper_CI,cgr,cgr_trial_id,model_name,trial_id
mock,scale1,self,self,PLPL,20.78947,1.157662,116.0,18.49658,23.08237,0.5,0,off_on_m3,2
mock,scale1,self,self,ACPL,21.80952,1.101156,116.0,19.62854,23.9905,0.5,0,off_on_m3,2
mock,scale1,self,self,PLAC,24.35897,0.8080279,116.0,22.75857,25.95938,0.5,0,off_on_m3,2
mock,scale1,self,self,ACAC,23.87805,0.7880735,116.0,22.31717,25.43893,0.5,0,off_on_m3,2
mock,scale1,self,self,PLPL,19.57895,0.9929199,116.0,17.61234,21.54555,0.5,1,off_on_m3,2
mock,scale1,self,self,ACPL,19.7619,0.9444552,116.0,17.89129,21.63252,0.5,1,off_on_m3,2
mock,scale1,self,self,PLAC,25.58974,0.6930407,116.0,24.21709,26.9624,0.5,1,off_on_m3,2
mock,scale1,self,self,ACAC,24.21951,0.6759259,116.0,22.88076,25.55827,0.5,1,off_on_m3,2
mock,scale1,self,self,PLPL,20.15789,1.06265,116.0,18.05318,22.26261,0.5,2,off_on_m3,2
mock,scale1,self,self,ACPL,19.71429,1.010782,116.0,17.71231,21.71627,0.5,2,off_on_m3,2
mock,scale1,self,self,PLAC,24.64103,0.7417109,116.0,23.17197,26.11008,0.5,2,off_on_m3,2
mock,scale1,self,self,ACAC,25.21951,0.7233942,116.0,23.78674,26.65229,0.5,2,off_on_m3,2
mock,scale1,self,self,PLPL,21.47368,0.8893069,116.0,19.7123,23.23507,0.5,3,off_on_m3,2
mock,scale1,self,self,ACPL,22.2381,0.8458996,116.0,20.56268,23.91351,0.5,3,off_on_m3,2
mock,scale1,self,self,PLAC,25.48718,0.6207206,116.0,24.25776,26.71659,0.5,3,off_on_m3,2
mock,scale1,self,self,ACAC,25.07317,0.6053918,116.0,23.87412,26.27223,0.5,3,off_on_m3,2
