study,scale,guesser,respondent,contrast,type,est,se,df,t,p,p_adj,cgr,cgr_trial_id,model_name,trial_id
mock,scale1,self,self,PLPLvsPLAC,fixCondition,3.245926,1.178159,116.0,2.755084,0.00681529,0.03396702,0.5,0,on_off_m3,30
mock,scale1,self,self,ACPLvsACAC,fixCondition,-0.15671,1.029953,116.0,-0.1521525,0.879331,0.998738,0.5,0,on_off_m3,30
mock,scale1,self,self,PLPLvsACPL,fixGuess,-4.437576,1.125489,116.0,-3.9428,0.0001382,0.0007880054,0.5,0,on_off_m3,30
mock,scale1,self,self,PLACvsACAC,fixGuess,-7.840212,1.087261,116.0,-7.210972,6.116186e-11,3.665738e-10,0.5,0,on_off_m3,30
mock,scale1,self,self,PLPLvsPLAC,fixCondition,1.318519,1.253313,116.0,1.052026,0.294974,0.7191977,0.5,1,on_off_m3,30
mock,scale1,self,self,ACPLvsACAC,fixCondition,1.855411,1.095654,116.0,1.693429,0.09305768,0.3318091,0.5,1,on_off_m3,30
mock,scale1,self,self,PLPLvsACPL,fixGuess,-8.169697,1.197283,116.0,-6.82353,4.277789e-10,2.562071e-09,0.5,1,on_off_m3,30
mock,scale1,self,self,PLACvsACAC,fixGuess,-7.632804,1.156618,116.0,-6.599246,1.294069e-09,7.746381e-09,0.5,1,on_off_m3,30
mock,scale1,self,self,PLPLvsPLAC,fixCondition,0.9140741,1.440501,116.0,0.6345528,0.5269696,0.9206682,0.5,2,on_off_m3,30
mock,scale1,self,self,ACPLvsACAC,fixCondition,0.8311688,1.259294,116.0,0.6600274,0.5105447,0.9118083,0.5,2,on_off_m3,30
mock,scale1,self,self,PLPLvsACPL,fixGuess,-6.705455,1.376103,116.0,-4.872787,3.519285e-06,2.075178e-05,0.5,2,on_off_m3,30
mock,scale1,self,self,PLACvsACAC,fixGuess,-6.78836,1.329363,116.0,-5.106474,1.300722e-06,7.701858e-06,0.5,2,on_off_m3,30
mock,scale1,self,self,PLPLvsPLAC,fixCondition,-1.205926,1.325397,116.0,-0.9098603,0.3647829,0.7996267,0.5,3,on_off_m3,30
mock,scale1,self,self,ACPLvsACAC,fixCondition,0.2978355,1.15867,116.0,0.2570495,0.7975959,0.9940139,0.5,3,on_off_m3,30
mock,scale1,self,self,PLPLvsACPL,fixGuess,-9.492121,1.266144,116.0,-7.496872,1.421703e-11,8.52648e-11,0.5,3,on_off_m3,30
mock,scale1,self,self,PLACvsACAC,fixGuess,-7.98836,1.22314,116.0,-6.531028,1.806651e-09,1.081268e-08,0.5,3,on_off_m3,30
