study,scale,guesser,respondent,model_type,component,est,se,t,p,cgr,cgr_trial_id,model_name,trial_id
mock,scale1,self,self,without_guess,intercept,19.23076923076923,0.560405828334771,34.31579091158434,3.0990675779909224e-63,0.5,0,on_off_m3,5
mock,scale1,self,self,without_guess,conditionAC,7.636877828054297,0.744455615275051,10.25833867239047,4.882550745910961e-18,0.5,0,on_off_m3,5
mock,scale1,self,self,with_guess,intercept,20.115384615384613,0.7874876486727743,25.543746177209165,1.8855270005575977e-49,0.5,0,on_off_m3,5
mock,scale1,self,self,with_guess,conditionAC,7.237556561085973,1.046116175765367,6.918501719745209,2.665379556862899e-10,0.5,0,on_off_m3,5
mock,scale1,self,self,with_guess,guessAC,-1.7692307692307678,1.1136757129543366,-1.5886408841020587,0.11486346883687681,0.5,0,on_off_m3,5
mock,scale1,self,self,with_guess,conditionAC:guessAC,0.79864253393665,1.4794316835852586,0.5398306273941745,0.5903486520875334,0.5,0,on_off_m3,5
mock,scale1,self,self,without_guess,intercept,19.55769230769231,0.5957869675557633,32.82665343944736,3.555902422920798e-61,0.5,1,on_off_m3,5
mock,scale1,self,self,without_guess,conditionAC,7.280542986425338,0.7914567106172667,9.198914973817272,1.5723549373880949e-15,0.5,1,on_off_m3,5
mock,scale1,self,self,with_guess,intercept,20.076923076923077,0.8469221252918807,23.705748707419616,2.7377975954143317e-46,0.5,1,on_off_m3,5
mock,scale1,self,self,with_guess,conditionAC,6.864253393665158,1.125070261577615,6.101177524717301,1.42812956206284e-08,0.5,1,on_off_m3,5
mock,scale1,self,self,with_guess,guessAC,-1.0384615384615385,1.1977287558616236,-0.8670256377993436,0.3877179153502458,0.5,1,on_off_m3,5
mock,scale1,self,self,with_guess,conditionAC:guessAC,0.8325791855203619,1.591089622545709,0.5232761082234031,0.6017802965919697,0.5,1,on_off_m3,5
mock,scale1,self,self,without_guess,intercept,20.096153846153843,0.6279301046935434,32.003806945936475,5.267597167722077e-60,0.5,2,on_off_m3,5
mock,scale1,self,self,without_guess,conditionAC,6.580316742081449,0.8341563716930288,7.888588956919241,1.7244157850352536e-12,0.5,2,on_off_m3,5
mock,scale1,self,self,with_guess,intercept,19.499999999999996,0.8859046653601709,22.01139779760854,3.156806234592747e-43,0.5,2,on_off_m3,5
mock,scale1,self,self,with_guess,conditionAC,6.47058823529412,1.1768555382185766,5.498200947491605,2.3138888581529646e-07,0.5,2,on_off_m3,5
mock,scale1,self,self,with_guess,guessAC,1.1923076923076947,1.252858392721952,0.951669956663893,0.34324311829144394,0.5,2,on_off_m3,5
mock,scale1,self,self,with_guess,conditionAC:guessAC,0.21945701357465822,1.6643250631025994,0.1318594657017008,0.8953238866093431,0.5,2,on_off_m3,5
mock,scale1,self,self,without_guess,intercept,18.5,0.5896809781188564,31.372896000506785,4.320612851968112e-59,0.5,3,on_off_m3,5
mock,scale1,self,self,without_guess,conditionAC,8.426470588235292,0.7833453779128537,10.757031094875147,3.1826017976195756e-19,0.5,3,on_off_m3,5
mock,scale1,self,self,with_guess,intercept,20.576923076923077,0.7876438567256314,26.12465380288094,2.0367311124193942e-50,0.5,3,on_off_m3,5
mock,scale1,self,self,with_guess,conditionAC,5.599547511312216,1.0463236860306442,5.3516398281632895,4.4508060477003e-07,0.5,3,on_off_m3,5
mock,scale1,self,self,with_guess,guessAC,-4.153846153846153,1.1138966245012392,-3.7291127942021447,0.0002987964474828195,0.5,3,on_off_m3,5
mock,scale1,self,self,with_guess,conditionAC:guessAC,5.653846153846152,1.4797251474167452,3.8208758996334207,0.00021533286052902045,0.5,3,on_off_m3,5
