study,scale,guesser,respondent,model_type,component,est,se,t,p,cgr,cgr_trial_id,model_name,trial_id
mock,scale1,self,self,without_guess,intercept,23.677419354838705,0.5282386240486361,44.82333982578804,6.003832085255658e-76,0.5,0,off_on_m3,5
mock,scale1,self,self,without_guess,conditionAC,-1.0739710789766397,0.7598131039753673,-1.4134674347646645,0.16015095708322905,0.5,0,off_on_m3,5
mock,scale1,self,self,with_guess,intercept,20.84210526315789,0.8064743240204421,25.843482727702558,5.954167298138859e-50,0.5,0,off_on_m3,5
mock,scale1,self,self,with_guess,conditionAC,-2.2538699690402453,1.1735925255123127,-1.9204876650491234,0.057251215665622,0.5,0,off_on_m3,5
mock,scale1,self,self,with_guess,guessAC,4.088127294981644,0.9683941609199078,4.22155302041289,4.8448177406088e-05,0.5,0,off_on_m3,5
mock,scale1,self,self,with_guess,conditionAC:guessAC,1.5919300938275391,1.4021808359405343,1.1353243840048117,0.2585798053495368,0.5,0,off_on_m3,5
mock,scale1,self,self,without_guess,intercept,23.580645161290324,0.6330075407534771,37.2517602763815,4.335820320085738e-67,0.5,1,off_on_m3,5
mock,scale1,self,self,without_guess,conditionAC,-0.8909899888765294,0.9105116560644181,-0.9785596735002066,0.3297995746832765,0.5,1,off_on_m3,5
mock,scale1,self,self,with_guess,intercept,18.8421052631579,0.8643147331278862,21.800051001062798,7.788865888828178e-43,0.5,1,off_on_m3,5
mock,scale1,self,self,with_guess,conditionAC,-1.4303405572755445,1.2577626841636997,-1.1372102029140685,0.25779404560934044,0.5,1,off_on_m3,5
mock,scale1,self,self,with_guess,guessAC,6.832313341493265,1.0378474749022235,6.583157454940037,1.4002052160203283e-09,0.5,1,off_on_m3,5
mock,scale1,self,self,with_guess,conditionAC:guessAC,0.6339707331121868,1.5027453682236016,0.42187502055761106,0.67389705979204,0.5,1,off_on_m3,5
mock,scale1,self,self,without_guess,intercept,23.741935483870964,0.5770192357572101,41.14583017794013,8.009402916861055e-72,0.5,2,off_on_m3,5
mock,scale1,self,self,without_guess,conditionAC,-0.7419354838709665,0.8299786433901757,-0.8939211746948291,0.3731836869565993,0.5,2,off_on_m3,5
mock,scale1,self,self,with_guess,intercept,19.526315789473678,0.8454718942077856,23.095168418070248,3.342501331078577e-45,0.5,2,off_on_m3,5
mock,scale1,self,self,with_guess,conditionAC,-0.467492260061915,1.2303423258740265,-0.37996925752335786,0.7046630323302027,0.5,2,off_on_m3,5
mock,scale1,self,self,with_guess,guessAC,6.0783353733170165,1.0152214660611567,5.987201390549457,2.4441498959030612e-08,0.5,2,off_on_m3,5
mock,scale1,self,self,with_guess,conditionAC:guessAC,-0.5030125612653678,1.469984166978204,-0.3421891014645371,0.7328277893029708,0.5,2,off_on_m3,5
mock,scale1,self,self,without_guess,intercept,24.032258064516125,0.5803926156335729,41.4068983946011,3.9837299199201e-72,0.5,3,off_on_m3,5
mock,scale1,self,self,without_guess,conditionAC,-0.5322580645161272,0.8348308789482316,-0.6375639401200598,0.5249927642274814,0.5,3,off_on_m3,5
mock,scale1,self,self,with_guess,intercept,19.368421052631568,0.825126303528047,23.473280356978965,7.062346856560959e-46,0.5,3,off_on_m3,5
mock,scale1,self,self,with_guess,conditionAC,0.21981424148607295,1.2007351425605637,0.18306638466274905,0.8550655151356268,0.5,3,off_on_m3,5
mock,scale1,self,self,with_guess,guessAC,6.724602203182379,0.9907909905607043,6.787104714564291,5.125410224580421e-10,0.5,3,off_on_m3,5
mock,scale1,self,self,with_guess,conditionAC:guessAC,-1.1908862777878315,1.4346101984620079,-0.8301113982491803,0.40818095218810513,0.5,3,off_on_m3,5
