study,scale,guesser,respondent,model_type,component,est,se,t,p,cgr,cgr_trial_id,model_name,trial_id
mock,scale1,self,self,without_guess,intercept,19.80769230769231,0.6062604602401693,32.6719184355937,5.87872038006612e-61,0.5,0,on_off_m3,26
mock,scale1,self,self,without_guess,conditionAC,6.854072398190045,0.8053699321546247,8.510464725015481,6.400279164163684e-14,0.5,0,on_off_m3,26
mock,scale1,self,self,with_guess,intercept,20.240000000000002,0.8778941965283857,23.055170064956187,3.9437336312183467e-45,0.5,0,on_off_m3,26
mock,scale1,self,self,with_guess,conditionAC,6.002424242424242,1.1638558795671106,5.1573604153263455,1.0435670311379592e-06,0.5,0,on_off_m3,26
mock,scale1,self,self,with_guess,guessAC,-0.8325925925925927,1.2183216666945198,-0.6833930770118658,0.4957212431348105,0.5,0,on_off_m3,26
mock,scale1,self,self,with_guess,conditionAC:guessAC,1.6473112073112068,1.6182301135581638,1.017970926081149,0.3108102342632887,0.5,0,on_off_m3,26
mock,scale1,self,self,without_guess,intercept,19.34615384615385,0.5404564829983313,35.79595111677767,3.2753453947956432e-65,0.5,1,on_off_m3,26
mock,scale1,self,self,without_guess,conditionAC,7.962669683257917,0.7179544594949545,11.090772649924428,5.119176720454593e-20,0.5,1,on_off_m3,26
mock,scale1,self,self,with_guess,intercept,19.68,0.7763090533396643,25.35072844421571,3.980994884926693e-49,0.5,1,on_off_m3,26
mock,scale1,self,self,with_guess,conditionAC,8.410909090909092,1.0291808052308178,8.17243097438331,4.2338285097197674e-13,0.5,1,on_off_m3,26
mock,scale1,self,self,with_guess,guessAC,-0.6429629629629602,1.0773441076099464,-0.5968037124084273,0.5518014565962274,0.5,1,on_off_m3,26
mock,scale1,self,self,with_guess,conditionAC:guessAC,-0.8765175565175594,1.430977323360693,-0.6125307104511144,0.5413856067421494,0.5,1,on_off_m3,26
mock,scale1,self,self,without_guess,intercept,19.13461538461538,0.5885254207626023,32.51281033845749,9.877648180962361e-61,0.5,2,on_off_m3,26
mock,scale1,self,self,without_guess,conditionAC,8.027149321266968,0.7818103097191628,10.267387397526688,4.646664797896479e-18,0.5,2,on_off_m3,26
mock,scale1,self,self,with_guess,intercept,18.36,0.8324979282760016,22.05410893696907,2.6318731238267234e-43,0.5,2,on_off_m3,26
mock,scale1,self,self,with_guess,conditionAC,7.639999999999999,1.1036724156316196,6.922343887364178,2.6147141526456847e-10,0.5,2,on_off_m3,26
mock,scale1,self,self,with_guess,guessAC,1.4918518518518524,1.1553217546120984,1.2912869041860504,0.19917147192120005,0.5,2,on_off_m3,26
mock,scale1,self,self,with_guess,conditionAC:guessAC,0.765291005291005,1.5345507719932294,0.49870686539551107,0.6189302708678868,0.5,2,on_off_m3,26
mock,scale1,self,self,without_guess,intercept,18.673076923076916,0.6365027409461863,29.33699373441606,4.855848908216753e-56,0.5,3,on_off_m3,26
mock,scale1,self,self,without_guess,conditionAC,8.738687782805433,0.8455444531035207,10.33498327702417,3.209736643434413e-18,0.5,3,on_off_m3,26
mock,scale1,self,self,with_guess,intercept,18.919999999999995,0.9137132108143444,20.706716041828482,9.079597646550799e-41,0.5,3,on_off_m3,26
mock,scale1,self,self,with_guess,conditionAC,9.473939393939398,1.2113424338032206,7.821024946838786,2.6615612953117477e-12,0.5,3,on_off_m3,26
mock,scale1,self,self,with_guess,guessAC,-0.4755555555555533,1.2680304828101678,-0.3750347976664114,0.7083194058170035,0.5,3,on_off_m3,26
mock,scale1,self,self,with_guess,conditionAC:guessAC,-1.4326695526695552,1.6842556184364552,-0.8506247727405802,0.39673023767575155,0.5,3,on_off_m3,26
