study,scale,guesser,respondent,contrast,type,est,se,df,t,p,p_adj,cgr,cgr_trial_id,model_name,trial_id
mock,scale1,self,self,PLPLvsPLAC,fixCondition,1.538462,1.23653,116.0,1.244176,0.2159428,0.6001729,0.5,0,on_off_m3,25
mock,scale1,self,self,ACPLvsACAC,fixCondition,4.176471,1.081314,116.0,3.862402,0.0001853386,0.001051669,0.5,0,on_off_m3,25
mock,scale1,self,self,PLPLvsACPL,fixGuess,-8.563348,1.161518,116.0,-7.37255,2.687539e-11,1.611281e-10,0.5,0,on_off_m3,25
mock,scale1,self,self,PLACvsACAC,fixGuess,-5.925339,1.161518,116.0,-5.101376,1.32965e-06,7.872526e-06,0.5,0,on_off_m3,25
mock,scale1,self,self,PLPLvsPLAC,fixCondition,2.615385,1.145649,116.0,2.282884,0.02425879,0.1079904,0.5,1,on_off_m3,25
mock,scale1,self,self,ACPLvsACAC,fixCondition,2.5,1.001841,116.0,2.495405,0.01398779,0.06590437,0.5,1,on_off_m3,25
mock,scale1,self,self,PLPLvsACPL,fixGuess,-5.769231,1.07615,116.0,-5.36099,4.270105e-07,2.537073e-06,0.5,1,on_off_m3,25
mock,scale1,self,self,PLACvsACAC,fixGuess,-5.884615,1.07615,116.0,-5.46821,2.647358e-07,1.574746e-06,0.5,1,on_off_m3,25
mock,scale1,self,self,PLPLvsPLAC,fixCondition,3.115385,1.244015,116.0,2.504299,0.01365895,0.06449362,0.5,2,on_off_m3,25
mock,scale1,self,self,ACPLvsACAC,fixCondition,2.529412,1.087859,116.0,2.325127,0.02180372,0.09824632,0.5,2,on_off_m3,25
mock,scale1,self,self,PLPLvsACPL,fixGuess,-5.298643,1.168548,116.0,-4.53438,1.415314e-05,8.275523e-05,0.5,2,on_off_m3,25
mock,scale1,self,self,PLACvsACAC,fixGuess,-5.884615,1.168548,116.0,-5.035834,1.762326e-06,1.04232e-05,0.5,2,on_off_m3,25
mock,scale1,self,self,PLPLvsPLAC,fixCondition,1.0,1.293715,116.0,0.7729679,0.4411136,0.8665131,0.5,3,on_off_m3,25
mock,scale1,self,self,ACPLvsACAC,fixCondition,2.823529,1.131321,116.0,2.495781,0.01397373,0.06584413,0.5,3,on_off_m3,25
mock,scale1,self,self,PLPLvsACPL,fixGuess,-7.945701,1.215233,116.0,-6.538415,1.742653e-09,1.042988e-08,0.5,3,on_off_m3,25
mock,scale1,self,self,PLACvsACAC,fixGuess,-6.122172,1.215233,116.0,-5.037857,1.747123e-06,1.033363e-05,0.5,3,on_off_m3,25
