study,scale,guesser,respondent,model_type,component,est,se,t,p,cgr,cgr_trial_id,model_name,trial_id
mock,scale1,self,self,without_guess,intercept,21.746031746031747,0.7768108499337051,27.993985598794875,6.143478587334602e-54,0.5,0,off_on_m3,10
mock,scale1,self,self,without_guess,conditionAC,1.2539682539682546,1.1271156449093507,1.1125462233017858,0.26816476425718244,0.5,0,off_on_m3,10
mock,scale1,self,self,with_guess,intercept,18.64705882352941,1.3145719995078504,14.184889705935085,4.225559473437404e-27,0.5,0,off_on_m3,10
mock,scale1,self,self,with_guess,conditionAC,-2.4327731092436955,1.9561457329327145,-1.2436563740046127,0.21613351888236088,0.5,0,off_on_m3,10
mock,scale1,self,self,with_guess,guessAC,4.244245524296681,1.5384229017934197,2.758828875564023,0.006742504681957965,0.5,0,off_on_m3,10
mock,scale1,self,self,with_guess,conditionAC:guessAC,4.750771086999004,2.2689984036599613,2.093774539169296,0.03845838880990423,0.5,0,off_on_m3,10
mock,scale1,self,self,without_guess,intercept,22.98412698412698,0.6918008448717005,33.223617974027704,9.876305953143758e-62,0.5,1,off_on_m3,10
mock,scale1,self,self,without_guess,conditionAC,-0.03675856307435139,1.0037701655209184,-0.036620497736426644,0.9708494792677607,0.5,1,off_on_m3,10
mock,scale1,self,self,with_guess,intercept,19.76470588235293,1.2101929319437306,16.33186359021961,7.52336910411893e-32,0.5,1,off_on_m3,10
mock,scale1,self,self,with_guess,conditionAC,-1.621848739495794,1.8008247100450447,-0.9006144409553476,0.3696593301372769,0.5,1,off_on_m3,10
mock,scale1,self,self,with_guess,guessAC,4.409207161125328,1.4162697233683486,3.1132538444999045,0.002330788519605052,0.5,1,off_on_m3,10
mock,scale1,self,self,with_guess,conditionAC:guessAC,1.9595636029942771,2.0888363906495138,0.9381125356519474,0.35013574811186,0.5,1,off_on_m3,10
mock,scale1,self,self,without_guess,intercept,22.190476190476193,0.6873889450937257,32.28227097462342,2.102694077953369e-60,0.5,2,off_on_m3,10
mock,scale1,self,self,without_guess,conditionAC,0.6691729323308273,0.9973687085073457,0.670938366747345,0.5035709829716708,0.5,2,off_on_m3,10
mock,scale1,self,self,with_guess,intercept,19.294117647058826,1.2284684298033366,15.705831081184225,1.727543536206772e-30,0.5,2,off_on_m3,10
mock,scale1,self,self,with_guess,conditionAC,-0.7226890756302525,1.8280195211080168,-0.39533991146451725,0.6933181303004043,0.5,2,off_on_m3,10
mock,scale1,self,self,with_guess,guessAC,3.9667519181585686,1.437657250608713,2.759177764017829,0.006735760712152862,0.5,2,off_on_m3,10
mock,scale1,self,self,with_guess,conditionAC:guessAC,1.7176334639012336,2.1203805552027384,0.8100590526953797,0.4195649084161026,0.5,2,off_on_m3,10
mock,scale1,self,self,without_guess,intercept,22.0,0.7778121648435188,28.284463774651798,2.1253915823765107e-54,0.5,3,off_on_m3,10
mock,scale1,self,self,without_guess,conditionAC,1.2807017543859653,1.1285685052812526,1.1348019623025005,0.2587582165430787,0.5,3,off_on_m3,10
mock,scale1,self,self,with_guess,intercept,21.52941176470588,1.4146554802865652,15.218837423472669,2.04225994923244e-29,0.5,3,off_on_m3,10
mock,scale1,self,self,with_guess,conditionAC,-3.6722689075630237,2.1050747181352225,-1.7444838779005896,0.08372341079596682,0.5,3,off_on_m3,10
mock,scale1,self,self,with_guess,guessAC,0.6445012787723813,1.6555490226744514,0.3892976106084879,0.6977697504515581,0.5,3,off_on_m3,10
mock,scale1,self,self,with_guess,conditionAC:guessAC,6.544867491991739,2.441746079865337,2.680404627639533,0.008424076466293114,0.5,3,off_on_m3,10
