study,scale,guesser,respondent,model_type,component,est,se,t,p,cgr,cgr_trial_id,model_name,trial_id
mock,scale1,self,self,without_guess,intercept,19.961538461538463,0.6550675895914596,30.472486776498446,9.230958894725794e-58,0.5,0,on_off_m3,25
mock,scale1,self,self,without_guess,conditionAC,7.244343891402716,0.8702064125655999,8.32485693830325,1.7213915069269803e-13,0.5,0,on_off_m3,25
mock,scale1,self,self,with_guess,intercept,20.730769230769237,0.8743588180233329,23.70968165865289,2.694397237681515e-46,0.5,0,on_off_m3,25
mock,scale1,self,self,with_guess,conditionAC,8.563348416289593,1.1615177768170606,7.372550457002883,2.6875390861667132e-11,0.5,0,on_off_m3,25
mock,scale1,self,self,with_guess,guessAC,-1.5384615384615379,1.2365300988291066,-1.2441763770395364,0.2159428166367104,0.5,0,on_off_m3,25
mock,scale1,self,self,with_guess,conditionAC:guessAC,-2.638009049773755,1.6426341929121333,-1.605962582026238,0.11100104506980685,0.5,0,on_off_m3,25
mock,scale1,self,self,without_guess,intercept,19.92307692307692,0.5952936764552096,33.467644141145094,4.521126005093011e-62,0.5,1,on_off_m3,25
mock,scale1,self,self,without_guess,conditionAC,5.8269230769230775,0.7908014117049346,7.368377181270423,2.5677226619953348e-11,0.5,1,on_off_m3,25
mock,scale1,self,self,with_guess,intercept,21.230769230769223,0.8100965227982061,26.207703197434633,1.4859601371061023e-50,0.5,1,on_off_m3,25
mock,scale1,self,self,with_guess,conditionAC,5.769230769230771,1.0761503089715438,5.360989743843788,4.270104921432986e-07,0.5,1,on_off_m3,25
mock,scale1,self,self,with_guess,guessAC,-2.615384615384613,1.1456494893725084,-2.282883761260264,0.024258790472127294,0.5,1,on_off_m3,25
mock,scale1,self,self,with_guess,conditionAC:guessAC,0.11538461538461307,1.521906362099554,0.07581584403486796,0.9396962121399277,0.5,1,on_off_m3,25
mock,scale1,self,self,without_guess,intercept,20.673076923076927,0.6470116847807478,31.951628400779796,6.261142539558367e-60,0.5,2,on_off_m3,25
mock,scale1,self,self,without_guess,conditionAC,5.591628959276018,0.8595047687403093,6.505640413689749,1.9540863124088253e-09,0.5,2,on_off_m3,25
mock,scale1,self,self,with_guess,intercept,22.230769230769234,0.8796513014466462,25.27225185048806,5.400613375647287e-49,0.5,2,on_off_m3,25
mock,scale1,self,self,with_guess,conditionAC,5.2986425339366505,1.1685484299688014,4.534379917893618,1.4153138646019033e-05,0.5,2,on_off_m3,25
mock,scale1,self,self,with_guess,guessAC,-3.1153846153846154,1.244014800664991,-2.504298673712949,0.013658953547631176,0.5,2,on_off_m3,25
mock,scale1,self,self,with_guess,conditionAC:guessAC,0.5859728506787332,1.6525770379516658,0.3545812614006994,0.7235471114171851,0.5,2,on_off_m3,25
mock,scale1,self,self,without_guess,intercept,19.73076923076923,0.6599536330741426,29.897205261013504,6.77477777061246e-57,0.5,3,on_off_m3,25
mock,scale1,self,self,without_guess,conditionAC,7.033936651583711,0.8766971418250904,8.023222976341184,8.497653415306341e-13,0.5,3,on_off_m3,25
mock,scale1,self,self,with_guess,intercept,20.230769230769226,0.9147945246930544,22.115096543190784,2.030712473254653e-43,0.5,3,on_off_m3,25
mock,scale1,self,self,with_guess,conditionAC,7.9457013574660635,1.2152334724181182,6.538415487894192,1.7426529170913966e-09,0.5,3,on_off_m3,25
mock,scale1,self,self,with_guess,guessAC,-0.9999999999999992,1.293714823605567,-0.7729678765007977,0.4411135934978099,0.5,3,on_off_m3,25
mock,scale1,self,self,with_guess,conditionAC:guessAC,-1.8235294117647072,1.7185996581434535,-1.0610553790838093,0.2908689060006956,0.5,3,on_off_m3,25
