study,scale,guesser,respondent,model_type,component,est,se,t,p,cgr,cgr_trial_id,model_name,trial_id
mock,scale1,self,self,without_guess,intercept,19.529411764705884,0.5744580377040959,33.9962372930806,8.45296264299781e-63,0.5,0,on_off_m3,11
mock,scale1,self,self,without_guess,conditionAC,6.9778346121057115,0.7575728256946833,9.210777334452484,1.4744678760933873e-15,0.5,0,on_off_m3,11
mock,scale1,self,self,with_guess,intercept,19.75,0.7809043108527286,25.291190899475865,5.0170900069081276e-49,0.5,0,on_off_m3,11
mock,scale1,self,self,with_guess,conditionAC,6.925675675675676,1.0350316652166733,6.691269367324966,8.231768102511605e-10,0.5,0,on_off_m3,11
mock,scale1,self,self,with_guess,guessAC,-0.4891304347826072,1.1628373970992179,-0.42063528056698085,0.674799665612962,0.5,0,on_off_m3,11
mock,scale1,self,self,with_guess,conditionAC:guessAC,0.1259547591069312,1.5320753627857664,0.08221185600028721,0.9346199355433471,0.5,0,on_off_m3,11
mock,scale1,self,self,without_guess,intercept,20.450980392156858,0.6006341826221504,34.04897853611214,7.159046104912775e-63,0.5,1,on_off_m3,11
mock,scale1,self,self,without_guess,conditionAC,6.157715260017052,0.7920929033501702,7.773981099909988,3.141361928058143e-12,0.5,1,on_off_m3,11
mock,scale1,self,self,with_guess,intercept,20.821428571428562,0.8063596245738474,25.821516773527033,6.476920623755941e-50,0.5,1,on_off_m3,11
mock,scale1,self,self,with_guess,conditionAC,6.583976833976836,1.0687708255506865,6.160326120975867,1.0785819212327478e-08,0.5,1,on_off_m3,11
mock,scale1,self,self,with_guess,guessAC,-0.8214285714285686,1.200742669663902,-0.6841004256628053,0.4952761511035624,0.5,1,on_off_m3,11
mock,scale1,self,self,with_guess,conditionAC:guessAC,-0.8964768339768366,1.5820167684895228,-0.5666670871211905,0.5720351979763876,0.5,1,on_off_m3,11
mock,scale1,self,self,without_guess,intercept,18.823529411764707,0.4878519819763546,38.5845094561429,9.358683057697065e-69,0.5,2,on_off_m3,11
mock,scale1,self,self,without_guess,conditionAC,8.21994884910486,0.6433601416452833,12.776590150710533,5.321091181875411e-24,0.5,2,on_off_m3,11
mock,scale1,self,self,with_guess,intercept,19.071428571428566,0.6580667392012154,28.980994533439173,5.902729412975193e-55,0.5,2,on_off_m3,11
mock,scale1,self,self,with_guess,conditionAC,8.496138996138997,0.8722194300033684,9.740827484324885,9.59127661664101e-17,0.5,2,on_off_m3,11
mock,scale1,self,self,with_guess,guessAC,-0.549689440993787,0.9799211036429091,-0.5609527531862383,0.5759117208440057,0.5,2,on_off_m3,11
mock,scale1,self,self,with_guess,conditionAC:guessAC,-0.5803781265737805,1.291077311505695,-0.44953011055312037,0.6538881217222356,0.5,2,on_off_m3,11
mock,scale1,self,self,without_guess,intercept,19.137254901960784,0.5571303204328281,34.34969198426191,2.7873725274835624e-63,0.5,3,on_off_m3,11
mock,scale1,self,self,without_guess,conditionAC,7.688832054560954,0.7347217088602894,10.46495831256705,1.575565002031967e-18,0.5,3,on_off_m3,11
mock,scale1,self,self,with_guess,intercept,19.107142857142858,0.758114926873278,25.203491159245694,7.058812041313184e-49,0.5,3,on_off_m3,11
mock,scale1,self,self,with_guess,conditionAC,7.838803088803088,1.0048260001669365,7.801154714846939,2.9512079415253435e-12,0.5,3,on_off_m3,11
mock,scale1,self,self,with_guess,guessAC,0.06677018633540488,1.1289019358911458,0.059146135029609144,0.9529374851429709,0.5,3,on_off_m3,11
mock,scale1,self,self,with_guess,conditionAC:guessAC,-0.325216132281351,1.4873643101731169,-0.2186526394757304,0.8273048712301412,0.5,3,on_off_m3,11
