study,scale,guesser,respondent,contrast,type,est,se,df,t,p,p_adj,cgr,cgr_trial_id,model_name,trial_id
mock,scale1,self,self,PLPLvsPLAC,fixCondition,-1.777778,1.294512,116.0,-1.373319,0.1723018,0.518574,0.5,0,on_off_m3,31
mock,scale1,self,self,ACPLvsACAC,fixCondition,2.248485,1.13167,116.0,1.986874,0.04929347,0.198886,0.5,0,on_off_m3,31
mock,scale1,self,self,PLPLvsACPL,fixGuess,-9.177778,1.194638,116.0,-7.682479,5.460943e-12,3.277845e-11,0.5,0,on_off_m3,31
mock,scale1,self,self,PLACvsACAC,fixGuess,-5.151515,1.23664,116.0,-4.165736,5.998666e-05,0.0003459757,0.5,0,on_off_m3,31
mock,scale1,self,self,PLPLvsPLAC,fixCondition,-1.140741,1.239465,116.0,-0.9203493,0.3593003,0.7940291,0.5,1,on_off_m3,31
mock,scale1,self,self,ACPLvsACAC,fixCondition,1.041558,1.083548,116.0,0.9612485,0.3384267,0.7716449,0.5,1,on_off_m3,31
mock,scale1,self,self,PLPLvsACPL,fixGuess,-10.05503,1.143838,116.0,-8.790605,1.595472e-14,1.371125e-13,0.5,1,on_off_m3,31
mock,scale1,self,self,PLACvsACAC,fixGuess,-7.872727,1.184054,116.0,-6.64896,1.013819e-09,6.06957e-09,0.5,1,on_off_m3,31
mock,scale1,self,self,PLPLvsPLAC,fixCondition,-0.4785185,1.371555,116.0,-0.3488875,0.7278063,0.9853469,0.5,2,on_off_m3,31
mock,scale1,self,self,ACPLvsACAC,fixCondition,2.319481,1.199022,116.0,1.934477,0.0554897,0.2194455,0.5,2,on_off_m3,31
mock,scale1,self,self,PLPLvsACPL,fixGuess,-9.74709,1.265737,116.0,-7.700722,4.968893e-12,2.982836e-11,0.5,2,on_off_m3,31
mock,scale1,self,self,PLACvsACAC,fixGuess,-6.949091,1.310239,116.0,-5.303681,5.501707e-07,3.266596e-06,0.5,2,on_off_m3,31
mock,scale1,self,self,PLPLvsPLAC,fixCondition,-1.842963,1.254565,116.0,-1.469005,0.1445382,0.4594903,0.5,3,on_off_m3,31
mock,scale1,self,self,ACPLvsACAC,fixCondition,1.722078,1.096748,116.0,1.570167,0.1191001,0.3996461,0.5,3,on_off_m3,31
mock,scale1,self,self,PLPLvsACPL,fixGuess,-10.04868,1.157773,116.0,-8.679314,2.889118e-14,2.150502e-13,0.5,3,on_off_m3,31
mock,scale1,self,self,PLACvsACAC,fixGuess,-6.483636,1.198479,116.0,-5.409886,3.435807e-07,2.042493e-06,0.5,3,on_off_m3,31
