study,scale,guesser,respondent,strata,est,se,df,lower_CI,upper_CI,cgr,cgr_trial_id,model_name,trial_id
mock,scale1,self,self,PLPL,20.11538,0.7874876,116.0,18.55567,21.6751,0.5,0,on_off_m3,5
mock,scale1,self,self,ACPL,27.35294,0.688638,116.0,25.98901,28.71688,0.5,0,on_off_m3,5
mock,scale1,self,self,PLAC,18.34615,0.7874876,116.0,16.78644,19.90587,0.5,0,on_off_m3,5
mock,scale1,self,self,ACAC,26.38235,0.688638,116.0,25.01842,27.74629,0.5,0,on_off_m3,5
mock,scale1,self,self,PLPL,20.07692,0.8469221,116.0,18.39949,21.75436,0.5,1,on_off_m3,5
mock,scale1,self,self,ACPL,26.94118,0.7406119,116.0,25.4743,28.40805,0.5,1,on_off_m3,5
mock,scale1,self,self,PLAC,19.03846,0.8469221,116.0,17.36103,20.7159,0.5,1,on_off_m3,5
mock,scale1,self,self,ACAC,26.73529,0.7406119,116.0,25.26842,28.20217,0.5,1,on_off_m3,5
mock,scale1,self,self,PLPL,19.5,0.8859047,116.0,17.74535,21.25465,0.5,2,on_off_m3,5
mock,scale1,self,self,ACPL,25.97059,0.7747012,116.0,24.43619,27.50498,0.5,2,on_off_m3,5
mock,scale1,self,self,PLAC,20.69231,0.8859047,116.0,18.93766,22.44695,0.5,2,on_off_m3,5
mock,scale1,self,self,ACAC,27.38235,0.7747012,116.0,25.84796,28.91675,0.5,2,on_off_m3,5
mock,scale1,self,self,PLPL,20.57692,0.7876439,116.0,19.0169,22.13695,0.5,3,on_off_m3,5
mock,scale1,self,self,ACPL,26.17647,0.6887746,116.0,24.81227,27.54068,0.5,3,on_off_m3,5
mock,scale1,self,self,PLAC,16.42308,0.7876439,116.0,14.86305,17.9831,0.5,3,on_off_m3,5
mock,scale1,self,self,ACAC,27.67647,0.6887746,116.0,26.31227,29.04068,0.5,3,on_off_m3,5
