study,scale,guesser,respondent,model_type,df1,df2,f,adjr2,p,cgr,cgr_trial_id,model_name,trial_id
mock,scale1,self,self,without_guess,1.0,118.0,0.7976809484910202,-0.0017030555638262168,0.3736055005343455,0.5,0,off_on_m3,7
mock,scale1,self,self,with_guess,3.0,116.0,24.413778654844606,0.37117332535476233,2.5596664411495404e-12,0.5,0,off_on_m3,7
mock,scale1,self,self,without_guess,1.0,118.0,0.0369153402279778,-0.008159181871163268,0.847967771981234,0.5,1,off_on_m3,7
mock,scale1,self,self,with_guess,3.0,116.0,18.22253659541754,0.30273822813222795,9.35752002146462e-10,0.5,1,off_on_m3,7
mock,scale1,self,self,without_guess,1.0,118.0,1.662387035516769,0.005535465670764017,0.19980295101594112,0.5,2,off_on_m3,7
mock,scale1,self,self,with_guess,3.0,116.0,15.179915491479989,0.26333919300270114,2.135336847156264e-08,0.5,2,off_on_m3,7
mock,scale1,self,self,without_guess,1.0,118.0,0.863473513420765,-0.0011485991662847361,0.35466548559200495,0.5,3,off_on_m3,7
mock,scale1,self,self,with_guess,3.0,116.0,16.665234480299826,0.283113975041117,4.545986854371609e-09,0.5,3,off_on_m3,7
