study,scale,guesser,respondent,model_type,df1,df2,f,adjr2,p,cgr,cgr_trial_id,model_name,trial_id
mock,scale1,self,self,without_guess,1.0,118.0,0.03725845750427618,-0.008156251297909645,0.847271621403088,0.5,0,off_on_m3,1
mock,scale1,self,self,with_guess,3.0,116.0,16.21421136065439,0.27722244810078245,7.241617809786827e-09,0.5,0,off_on_m3,1
mock,scale1,self,self,without_guess,1.0,118.0,0.0031455637239077195,-0.00844769375861909,0.9553686895859137,0.5,1,off_on_m3,1
mock,scale1,self,self,with_guess,3.0,116.0,12.300192245163634,0.22171647392891736,4.811169113111969e-07,0.5,1,off_on_m3,1
mock,scale1,self,self,without_guess,1.0,118.0,0.014647758644660063,-0.008349406281926264,0.9038747656264285,0.5,2,off_on_m3,1
mock,scale1,self,self,with_guess,3.0,116.0,28.195906641226337,0.4067433437835678,9.106194653009023e-14,0.5,2,off_on_m3,1
mock,scale1,self,self,without_guess,1.0,118.0,0.021148034966137468,-0.008293869203372273,0.8846245189537773,0.5,3,off_on_m3,1
mock,scale1,self,self,with_guess,3.0,116.0,20.110416371483947,0.3251338001765056,1.4536008260642313e-10,0.5,3,off_on_m3,1
