study,scale,guesser,respondent,contrast,type,est,se,df,t,p,p_adj,cgr,cgr_trial_id,model_name,trial_id
mock,scale1,self,self,PLPLvsPLAC,fixCondition,1.769231,1.113676,116.0,1.588641,0.1148635,0.389091,0.5,0,on_off_m3,5
mock,scale1,self,self,ACPLvsACAC,fixCondition,0.9705882,0.9738812,116.0,0.9966188,0.321024,0.7516257,0.5,0,on_off_m3,5
mock,scale1,self,self,PLPLvsACPL,fixGuess,-7.237557,1.046116,116.0,-6.918502,2.66538e-10,1.596663e-09,0.5,0,on_off_m3,5
mock,scale1,self,self,PLACvsACAC,fixGuess,-8.036199,1.046116,116.0,-7.681938,5.476256e-12,3.287026e-11,0.5,0,on_off_m3,5
mock,scale1,self,self,PLPLvsPLAC,fixCondition,1.038462,1.197729,116.0,0.8670256,0.3877179,0.8218309,0.5,1,on_off_m3,5
mock,scale1,self,self,ACPLvsACAC,fixCondition,0.2058824,1.047383,116.0,0.1965683,0.8445094,0.9972948,0.5,1,on_off_m3,5
mock,scale1,self,self,PLPLvsACPL,fixGuess,-6.864253,1.12507,116.0,-6.101178,1.42813e-08,8.533487e-08,0.5,1,on_off_m3,5
mock,scale1,self,self,PLACvsACAC,fixGuess,-7.696833,1.12507,116.0,-6.841202,3.918061e-10,2.346707e-09,0.5,1,on_off_m3,5
mock,scale1,self,self,PLPLvsPLAC,fixCondition,-1.192308,1.252858,116.0,-0.95167,0.3432431,0.776964,0.5,2,on_off_m3,5
mock,scale1,self,self,ACPLvsACAC,fixCondition,-1.411765,1.095593,116.0,-1.288585,0.2001065,0.5720301,0.5,2,on_off_m3,5
mock,scale1,self,self,PLPLvsACPL,fixGuess,-6.470588,1.176856,116.0,-5.498201,2.313889e-07,1.376798e-06,0.5,2,on_off_m3,5
mock,scale1,self,self,PLACvsACAC,fixGuess,-6.690045,1.176856,116.0,-5.684678,9.932288e-08,5.919545e-07,0.5,2,on_off_m3,5
mock,scale1,self,self,PLPLvsPLAC,fixCondition,4.153846,1.113897,116.0,3.729113,0.0002987964,0.001680228,0.5,3,on_off_m3,5
mock,scale1,self,self,ACPLvsACAC,fixCondition,-1.5,0.9740743,116.0,-1.539924,0.1263025,0.4171908,0.5,3,on_off_m3,5
mock,scale1,self,self,PLPLvsACPL,fixGuess,-5.599548,1.046324,116.0,-5.35164,4.450806e-07,2.64415e-06,0.5,3,on_off_m3,5
mock,scale1,self,self,PLACvsACAC,fixGuess,-11.25339,1.046324,116.0,-10.75517,3.905564e-19,2.897682e-14,0.5,3,on_off_m3,5
