study,scale,guesser,respondent,contrast,type,est,se,df,t,p,p_adj,cgr,cgr_trial_id,model_name,trial_id
mock,scale1,self,self,PLPLvsPLAC,fixCondition,-0.8448276,1.095488,116.0,-0.7711882,0.4421634,0.8673003,0.5,0,on_off_m3,12
mock,scale1,self,self,ACPLvsACAC,fixCondition,0.390681,0.9727018,116.0,0.4016452,0.6886842,0.9779774,0.5,0,on_off_m3,12
mock,scale1,self,self,PLPLvsACPL,fixGuess,-7.112903,1.079367,116.0,-6.589882,1.354839e-09,8.109954e-09,0.5,0,on_off_m3,12
mock,scale1,self,self,PLACvsACAC,fixGuess,-5.877395,0.9905601,116.0,-5.933405,3.14442e-08,1.877214e-07,0.5,0,on_off_m3,12
mock,scale1,self,self,PLPLvsPLAC,fixCondition,0.3649425,1.090642,116.0,0.3346124,0.7385217,0.9870249,0.5,1,on_off_m3,12
mock,scale1,self,self,ACPLvsACAC,fixCondition,-0.2992832,0.9683991,116.0,-0.3090494,0.7578383,0.9897129,0.5,1,on_off_m3,12
mock,scale1,self,self,PLPLvsACPL,fixGuess,-4.728495,1.074593,116.0,-4.400266,2.415043e-05,0.0001405984,0.5,1,on_off_m3,12
mock,scale1,self,self,PLACvsACAC,fixGuess,-5.39272,0.9861784,116.0,-5.468301,2.646275e-07,1.574103e-06,0.5,1,on_off_m3,12
mock,scale1,self,self,PLPLvsPLAC,fixCondition,2.173851,1.130852,116.0,1.922313,0.05701874,0.2244189,0.5,2,on_off_m3,12
mock,scale1,self,self,ACPLvsACAC,fixCondition,0.8736559,1.004101,116.0,0.8700873,0.3860496,0.8202801,0.5,2,on_off_m3,12
mock,scale1,self,self,PLPLvsACPL,fixGuess,-4.081989,1.11421,116.0,-3.663572,0.0003763121,0.002105719,0.5,2,on_off_m3,12
mock,scale1,self,self,PLACvsACAC,fixGuess,-5.382184,1.022536,116.0,-5.263563,6.563791e-07,3.895229e-06,0.5,2,on_off_m3,12
mock,scale1,self,self,PLPLvsPLAC,fixCondition,0.9094828,1.203485,116.0,0.7557079,0.4513562,0.8740513,0.5,3,on_off_m3,12
mock,scale1,self,self,ACPLvsACAC,fixCondition,-0.5501792,1.068593,116.0,-0.514863,0.6076284,0.9553919,0.5,3,on_off_m3,12
mock,scale1,self,self,PLPLvsACPL,fixGuess,-4.96371,1.185774,116.0,-4.186049,5.551156e-05,0.000320457,0.5,3,on_off_m3,12
mock,scale1,self,self,PLACvsACAC,fixGuess,-6.423372,1.088212,116.0,-5.902683,3.629203e-08,2.166232e-07,0.5,3,on_off_m3,12
