study,scale,guesser,respondent,model_type,component,est,se,t,p,cgr,cgr_trial_id,model_name,trial_id
mock,scale1,self,self,without_guess,intercept,21.038461538461537,0.6203104014362775,33.91602251026054,1.0887392463823966e-62,0.5,0,on_off_m3,4
mock,scale1,self,self,without_guess,conditionAC,6.755656108597285,0.8240341877509793,8.198271636077829,3.3702171524159587e-13,0.5,0,on_off_m3,4
mock,scale1,self,self,with_guess,intercept,20.884615384615383,0.878699512982388,23.76764192543029,2.129504944449297e-46,0.5,0,on_off_m3,4
mock,scale1,self,self,with_guess,conditionAC,6.233031674208144,1.1672840529210529,5.339772833022421,4.6909404783964506e-07,0.5,0,on_off_m3,4
mock,scale1,self,self,with_guess,guessAC,0.3076923076923074,1.242668768510327,0.24760605198210575,0.804876968697213,0.5,0,on_off_m3,4
mock,scale1,self,self,with_guess,conditionAC:guessAC,1.0452488687782815,1.6507889387827868,0.6331814105496723,0.527861532881077,0.5,0,on_off_m3,4
mock,scale1,self,self,without_guess,intercept,20.942307692307683,0.5782473871668408,36.21686523291671,9.241471320005076e-66,0.5,1,on_off_m3,4
mock,scale1,self,self,without_guess,conditionAC,7.013574660633485,0.7681567403994314,9.130395258897968,2.278733516593935e-15,0.5,1,on_off_m3,4
mock,scale1,self,self,with_guess,intercept,20.230769230769226,0.7933277105306695,25.50115035971269,2.222847225442416e-49,0.5,1,on_off_m3,4
mock,scale1,self,self,with_guess,conditionAC,6.35746606334842,1.0538742443361073,6.032471234130344,1.9755578585610253e-08,0.5,1,on_off_m3,4
mock,scale1,self,self,with_guess,guessAC,1.423076923076927,1.12193480763887,1.268413203144856,0.20719008225021704,0.5,1,on_off_m3,4
mock,scale1,self,self,with_guess,conditionAC:guessAC,1.312217194570132,1.4904032493758201,0.8804443999432285,0.38043908607155863,0.5,1,on_off_m3,4
mock,scale1,self,self,without_guess,intercept,20.999999999999996,0.5972910957963211,35.15873607993829,2.2776246134363757e-64,0.5,2,on_off_m3,4
mock,scale1,self,self,without_guess,conditionAC,5.88235294117647,0.7934548281566657,7.413595245040231,2.0351960725870746e-11,0.5,2,on_off_m3,4
mock,scale1,self,self,with_guess,intercept,20.15384615384615,0.8409230652764469,23.96633769014378,9.533047940191172e-47,0.5,2,on_off_m3,4
mock,scale1,self,self,with_guess,conditionAC,6.199095022624434,1.11710097630424,5.549270078639805,1.838193634293222e-07,0.5,2,on_off_m3,4
mock,scale1,self,self,with_guess,guessAC,1.6923076923076934,1.1892448038263068,1.4230103733586383,0.1574170006245237,0.5,2,on_off_m3,4
mock,scale1,self,self,with_guess,conditionAC:guessAC,-0.6334841628959282,1.5798193512296819,-0.40098519011230244,0.6891686774580686,0.5,2,on_off_m3,4
mock,scale1,self,self,without_guess,intercept,20.096153846153843,0.5944984735967572,33.80354153740835,1.553851192104605e-62,0.5,3,on_off_m3,4
mock,scale1,self,self,without_guess,conditionAC,7.609728506787331,0.7897450464722303,9.635677413590349,1.4646765289522377e-16,0.5,3,on_off_m3,4
mock,scale1,self,self,with_guess,intercept,19.73076923076922,0.8461915231544188,23.317143567235444,1.3392692892874946e-45,0.5,3,on_off_m3,4
mock,scale1,self,self,with_guess,conditionAC,7.798642533936652,1.1240997133850996,6.937678607222414,2.421815740535349e-10,0.5,3,on_off_m3,4
mock,scale1,self,self,with_guess,guessAC,0.7307692307692333,1.1966955284101264,0.6106559383071307,0.5426220124555722,0.5,3,on_off_m3,4
mock,scale1,self,self,with_guess,conditionAC:guessAC,-0.3778280542986448,1.589717060128917,-0.23767000038862582,0.81255633080553,0.5,3,on_off_m3,4
