study,scale,guesser,respondent,model_type,component,est,se,t,p,cgr,cgr_trial_id,model_name,trial_id
mock,scale1,self,self,without_guess,intercept,22.640625,0.6436534728784241,35.17517725609546,2.165673109852578e-64,0.5,0,off_on_m3,7
mock,scale1,self,self,without_guess,conditionAC,0.8415178571428577,0.9422122067034463,0.8931298609334603,0.37360550053434505,0.5,0,off_on_m3,7
mock,scale1,self,self,with_guess,intercept,17.77777777777778,0.9616163305197444,18.487391710755432,2.2452065414766937e-36,0.5,0,off_on_m3,7
mock,scale1,self,self,with_guess,conditionAC,0.007936507936506614,1.4538272384078483,0.005459044738491928,0.9956537112931929,0.5,0,off_on_m3,7
mock,scale1,self,self,with_guess,guessAC,6.765700483091788,1.1342607427386022,5.964854665388862,2.714159930117908e-08,0.5,0,off_on_m3,7
mock,scale1,self,self,with_guess,conditionAC:guessAC,0.8295376121463103,1.6946261127075697,0.48951069851090984,0.6254045864219031,0.5,0,off_on_m3,7
mock,scale1,self,self,without_guess,intercept,23.703124999999993,0.6745914996896574,35.137005151865246,2.4345964813140707e-64,0.5,1,off_on_m3,7
mock,scale1,self,self,without_guess,conditionAC,0.18973214285714451,0.9875008406363956,0.1921336519925102,0.8479677719812315,0.5,1,off_on_m3,7
mock,scale1,self,self,with_guess,intercept,19.111111111111114,1.0578594538478914,18.06583194165894,1.6453725532717437e-35,0.5,1,off_on_m3,7
mock,scale1,self,self,with_guess,conditionAC,-0.7539682539682544,1.5993331639657888,-0.47142663639805726,0.6382215504332676,0.5,1,off_on_m3,7
mock,scale1,self,self,with_guess,guessAC,6.388888888888891,1.2477829376982743,5.120192539797162,1.2258765303176752e-06,0.5,1,off_on_m3,7
mock,scale1,self,self,with_guess,conditionAC:guessAC,0.9920634920634935,1.8642323317203655,0.5321565746840093,0.5956353447706014,0.5,1,off_on_m3,7
mock,scale1,self,self,without_guess,intercept,23.32812499999999,0.7438921063016785,31.359554433206323,4.518851669809263e-59,0.5,2,off_on_m3,7
mock,scale1,self,self,without_guess,conditionAC,1.4040178571428592,1.0889465412084691,1.2893358893309277,0.19980295101594028,0.5,2,off_on_m3,7
mock,scale1,self,self,with_guess,intercept,19.27777777777776,1.2072655756952502,15.968133413127358,4.6204623362166594e-31,0.5,2,off_on_m3,7
mock,scale1,self,self,with_guess,conditionAC,-0.7777777777777724,1.8252139883993463,-0.4261296388922914,0.6708030614001722,0.5,2,off_on_m3,7
mock,scale1,self,self,with_guess,guessAC,5.635265700483098,1.4240127846318065,3.957313980113005,0.00013101209523102655,0.5,2,off_on_m3,7
mock,scale1,self,self,with_guess,conditionAC:guessAC,2.674258109040714,2.127526025312339,1.2569802095126474,0.2112858823653458,0.5,2,off_on_m3,7
mock,scale1,self,self,without_guess,intercept,24.093750000000004,0.64654251479797,37.26553080199027,4.1648785446487654e-67,0.5,3,off_on_m3,7
mock,scale1,self,self,without_guess,conditionAC,-0.879464285714285,0.9464413310335005,-0.9292327552452961,0.35466548559200517,0.5,3,off_on_m3,7
mock,scale1,self,self,with_guess,intercept,19.833333333333332,1.0316362822458949,19.225121949138632,7.26146821205343e-38,0.5,3,off_on_m3,7
mock,scale1,self,self,with_guess,conditionAC,-1.6904761904761894,1.5596874550250723,-1.0838557334225751,0.28067640868357896,0.5,3,off_on_m3,7
mock,scale1,self,self,with_guess,guessAC,5.92753623188406,1.216851771957603,4.871206475993516,3.542721578059298e-06,0.5,3,off_on_m3,7
mock,scale1,self,self,with_guess,conditionAC:guessAC,0.8343685300207034,1.818020063953723,0.45894352134165556,0.6471335237521805,0.5,3,off_on_m3,7
