study,scale,guesser,respondent,model_type,component,est,se,t,p,cgr,cgr_trial_id,model_name,trial_id
mock,scale1,self,self,without_guess,intercept,22.453124999999996,0.5423898902054909,41.39665101702644,4.094151021573702e-72,0.5,0,off_on_m3,8
mock,scale1,self,self,without_guess,conditionAC,2.2433035714285716,0.7939775001271283,2.825399423874585,0.005546722022424285,0.5,0,off_on_m3,8
mock,scale1,self,self,with_guess,intercept,21.722222222222218,0.9243359106062333,23.500355198766993,6.322369248001969e-46,0.5,0,off_on_m3,8
mock,scale1,self,self,with_guess,conditionAC,-1.7936507936507917,1.3974645413431568,-1.2835036171485577,0.20187379453390497,0.5,0,off_on_m3,8
mock,scale1,self,self,with_guess,guessAC,1.0169082125603877,1.09028715843201,0.9326975968632413,0.3529134058697875,0.5,0,off_on_m3,8
mock,scale1,self,self,with_guess,conditionAC:guessAC,5.34023464458247,1.6289280051847983,3.2783736467079967,0.001378220543928607,0.5,0,off_on_m3,8
mock,scale1,self,self,without_guess,intercept,23.765624999999996,0.5792239224334216,41.03011647059815,1.0928822376722986e-71,0.5,1,off_on_m3,8
mock,scale1,self,self,without_guess,conditionAC,0.555803571428572,0.8478970022344676,0.6555083576942243,0.513416485073077,0.5,1,off_on_m3,8
mock,scale1,self,self,with_guess,intercept,20.499999999999993,0.8928995016248487,22.958910787490908,5.876473492764133e-45,0.5,1,off_on_m3,8
mock,scale1,self,self,with_guess,conditionAC,-1.8571428571428559,1.3499371583273503,-1.3757254148363192,0.17155721673804883,0.5,1,off_on_m3,8
mock,scale1,self,self,with_guess,guessAC,4.543478260869568,1.053206793354404,4.3139469755971165,3.3881391183984866e-05,0.5,1,off_on_m3,8
mock,scale1,self,self,with_guess,conditionAC:guessAC,3.0279503105590058,1.5735286137031503,1.9243058462299023,0.05676584018965915,0.5,1,off_on_m3,8
mock,scale1,self,self,without_guess,intercept,23.093749999999996,0.6416894356266076,35.98898270383558,1.8305551007035367e-65,0.5,2,off_on_m3,8
mock,scale1,self,self,without_guess,conditionAC,0.5848214285714305,0.9393371505574643,0.6225894804909602,0.5347556299353331,0.5,2,off_on_m3,8
mock,scale1,self,self,with_guess,intercept,19.33333333333333,1.06019123632893,18.23570377762966,7.35400313702655e-36,0.5,2,off_on_m3,8
mock,scale1,self,self,with_guess,conditionAC,-0.3333333333333265,1.6028584877122607,-0.20796179818038016,0.8356234776162612,0.5,2,off_on_m3,8
mock,scale1,self,self,with_guess,guessAC,5.231884057971021,1.250533358260931,4.183722108178547,5.6007462834675826e-05,0.5,2,off_on_m3,8
mock,scale1,self,self,with_guess,conditionAC:guessAC,1.0062111801242168,1.8683415584006016,0.5385584748142017,0.5912235297307393,0.5,2,off_on_m3,8
mock,scale1,self,self,without_guess,intercept,24.749999999999996,0.6474479608319668,38.22701050474604,2.5894314928011593e-68,0.5,3,off_on_m3,8
mock,scale1,self,self,without_guess,conditionAC,-0.8214285714285694,0.9477667683094432,-0.8666990644689657,0.3878658584934571,0.5,3,off_on_m3,8
mock,scale1,self,self,with_guess,intercept,21.444444444444436,1.0348284825449474,20.72270410619762,8.460349991554886e-41,0.5,3,off_on_m3,8
mock,scale1,self,self,with_guess,conditionAC,-3.4444444444444398,1.5645136082401578,-2.2016072128122435,0.029672125585665572,0.5,3,off_on_m3,8
mock,scale1,self,self,with_guess,guessAC,4.599033816425125,1.2206170860098478,3.7677940683750357,0.000260429812880012,0.5,3,off_on_m3,8
mock,scale1,self,self,with_guess,conditionAC:guessAC,3.305728088336781,1.8236455778016873,1.8127031527264574,0.07246377685561943,0.5,3,off_on_m3,8
