study,scale,guesser,respondent,strata,est,se,df,lower_CI,upper_CI,cgr,cgr_trial_id,model_name,trial_id
mock,scale1,self,self,PLPL,19.68,0.8063473,116.0,18.08293,21.27707,0.5,0,on_off_m3,16
mock,scale1,self,self,ACPL,27.48485,0.7018352,116.0,26.09478,28.87492,0.5,0,on_off_m3,16
mock,scale1,self,self,PLAC,18.0,0.775908,116.0,16.46322,19.53678,0.5,0,on_off_m3,16
mock,scale1,self,self,ACAC,27.05714,0.6814878,116.0,25.70737,28.40692,0.5,0,on_off_m3,16
mock,scale1,self,self,PLPL,19.64,0.7663657,116.0,18.12212,21.15788,0.5,1,on_off_m3,16
mock,scale1,self,self,ACPL,28.39394,0.6670357,116.0,27.07279,29.71509,0.5,1,on_off_m3,16
mock,scale1,self,self,PLAC,16.85185,0.7374358,116.0,15.39127,18.31244,0.5,1,on_off_m3,16
mock,scale1,self,self,ACAC,27.62857,0.6476973,116.0,26.34573,28.91142,0.5,1,on_off_m3,16
mock,scale1,self,self,PLPL,21.28,0.8776557,116.0,19.54169,23.01831,0.5,2,on_off_m3,16
mock,scale1,self,self,ACPL,27.36364,0.7639013,116.0,25.85063,28.87664,0.5,2,on_off_m3,16
mock,scale1,self,self,PLAC,19.03704,0.8445246,116.0,17.36435,20.70972,0.5,2,on_off_m3,16
mock,scale1,self,self,ACAC,27.37143,0.7417545,116.0,25.90229,28.84057,0.5,2,on_off_m3,16
mock,scale1,self,self,PLPL,20.24,0.8579331,116.0,18.54076,21.93924,0.5,3,on_off_m3,16
mock,scale1,self,self,ACPL,27.78788,0.7467349,116.0,26.30888,29.26688,0.5,3,on_off_m3,16
mock,scale1,self,self,PLAC,18.62963,0.8255465,116.0,16.99453,20.26473,0.5,3,on_off_m3,16
mock,scale1,self,self,ACAC,27.77143,0.7250858,116.0,26.3353,29.20755,0.5,3,on_off_m3,16
