study,scale,guesser,respondent,model_type,component,est,se,t,p,cgr,cgr_trial_id,model_name,trial_id
mock,scale1,self,self,without_guess,intercept,19.999999999999996,0.5869621613838252,34.07374668385418,6.622196479560453e-63,0.5,0,on_off_m3,2
mock,scale1,self,self,without_guess,conditionAC,8.537313432835822,0.7855309970186306,10.868206939303429,1.7312956979697534e-19,0.5,0,on_off_m3,2
mock,scale1,self,self,with_guess,intercept,20.949999999999992,0.9564145488908465,21.904727426298248,4.976460420723833e-43,0.5,0,on_off_m3,2
mock,scale1,self,self,with_guess,conditionAC,7.309259259259265,1.2618659478388847,5.792421351711214,6.053174175576594e-08,0.5,0,on_off_m3,2
mock,scale1,self,self,with_guess,guessAC,-1.525757575757571,1.2120684278424858,-1.2588048172110713,0.2106282801721096,0.5,0,on_off_m3,2
mock,scale1,self,self,with_guess,conditionAC:guessAC,1.9914983164983118,1.613707268813908,1.2341137423035122,0.2196549489013176,0.5,0,on_off_m3,2
mock,scale1,self,self,without_guess,intercept,20.54716981132075,0.5303369182326257,38.74361581274639,5.965256657688454e-69,0.5,1,on_off_m3,2
mock,scale1,self,self,without_guess,conditionAC,7.273725711067306,0.7097494788299356,10.248300179182207,5.1582646588624524e-18,0.5,1,on_off_m3,2
mock,scale1,self,self,with_guess,intercept,21.900000000000002,0.8379913140436671,26.133922432111042,1.966241253413676e-50,0.5,1,on_off_m3,2
mock,scale1,self,self,with_guess,conditionAC,7.174074074074077,1.1056217254356584,6.488723863713161,2.220353088304282e-09,0.5,1,on_off_m3,2
mock,scale1,self,self,with_guess,guessAC,-2.1727272727272706,1.06199013360522,-2.0459015615816933,0.043027262031130976,0.5,1,on_off_m3,2
mock,scale1,self,self,with_guess,conditionAC:guessAC,0.07365319865319725,1.413898059417241,0.05209229771738601,0.9585447503974633,0.5,1,on_off_m3,2
mock,scale1,self,self,without_guess,intercept,20.603773584905657,0.5760691751741475,35.76614488820214,3.5840493392966524e-65,0.5,2,on_off_m3,2
mock,scale1,self,self,without_guess,conditionAC,6.888763728527177,0.7709529221771028,8.935388310188797,6.535567166051195e-15,0.5,2,on_off_m3,2
mock,scale1,self,self,with_guess,intercept,21.349999999999994,0.9401105242500173,22.710095727342456,1.6557889773967357e-44,0.5,2,on_off_m3,2
mock,scale1,self,self,with_guess,conditionAC,6.538888888888894,1.2403548849521402,5.271788718066121,6.330868127386607e-07,0.5,2,on_off_m3,2
mock,scale1,self,self,with_guess,guessAC,-1.1984848484848443,1.191406264623793,-1.0059413686760212,0.31653753931460293,0.5,2,on_off_m3,2
mock,scale1,self,self,with_guess,conditionAC:guessAC,0.5345959595959553,1.5861983574277954,0.3370297019238279,0.7367035316290389,0.5,2,on_off_m3,2
mock,scale1,self,self,without_guess,intercept,20.490566037735842,0.5933383107206601,34.53437215751044,1.566970207776779e-63,0.5,3,on_off_m3,2
mock,scale1,self,self,without_guess,conditionAC,7.703463813010422,0.7940641926404661,9.701311158981289,1.0241931571965078e-16,0.5,3,on_off_m3,2
mock,scale1,self,self,with_guess,intercept,20.99999999999999,0.9722871799964575,21.598556920267633,1.8517721262770398e-42,0.5,3,on_off_m3,2
mock,scale1,self,self,with_guess,conditionAC,7.259259259259266,1.2828078424577052,5.658882818607813,1.1174673910647354e-07,0.5,3,on_off_m3,2
mock,scale1,self,self,with_guess,guessAC,-0.8181818181818121,1.2321838841079857,-0.6640095108646207,0.5080018855097027,0.5,3,on_off_m3,2
mock,scale1,self,self,with_guess,conditionAC:guessAC,0.7089225589225526,1.6404883128915315,0.43214118220263503,0.6664410423356547,0.5,3,on_off_m3,2
