study,scale,guesser,respondent,strata,est,se,df,lower_CI,upper_CI,cgr,cgr_trial_id,model_name,trial_id
mock,scale1,self,self,PLPL,19.44,0.9434229,116.0,17.57143,21.30857,0.5,0,on_off_m3,9
mock,scale1,self,self,ACPL,26.40625,0.833876,116.0,24.75465,28.05785,0.5,0,on_off_m3,9
mock,scale1,self,self,PLAC,20.71429,0.8914509,116.0,18.94865,22.47992,0.5,0,on_off_m3,9
mock,scale1,self,self,ACAC,28.31429,0.7973379,116.0,26.73506,29.89351,0.5,0,on_off_m3,9
mock,scale1,self,self,PLPL,20.0,0.8199543,116.0,18.37598,21.62402,0.5,1,on_off_m3,9
mock,scale1,self,self,ACPL,25.75,0.7247441,116.0,24.31455,27.18545,0.5,1,on_off_m3,9
mock,scale1,self,self,PLAC,20.07143,0.774784,116.0,18.53687,21.60599,0.5,1,on_off_m3,9
mock,scale1,self,self,ACAC,28.94286,0.6929879,116.0,27.57031,30.31541,0.5,1,on_off_m3,9
mock,scale1,self,self,PLPL,21.0,1.070934,116.0,18.87888,23.12112,0.5,2,on_off_m3,9
mock,scale1,self,self,ACPL,25.8125,0.9465811,116.0,23.93768,27.68732,0.5,2,on_off_m3,9
mock,scale1,self,self,PLAC,19.75,1.011938,116.0,17.74573,21.75427,0.5,2,on_off_m3,9
mock,scale1,self,self,ACAC,28.05714,0.9051047,116.0,26.26447,29.84982,0.5,2,on_off_m3,9
mock,scale1,self,self,PLPL,18.84,0.9177921,116.0,17.0222,20.6578,0.5,3,on_off_m3,9
mock,scale1,self,self,ACPL,25.09375,0.8112213,116.0,23.48702,26.70048,0.5,3,on_off_m3,9
mock,scale1,self,self,PLAC,20.21429,0.8672321,116.0,18.49662,21.93195,0.5,3,on_off_m3,9
mock,scale1,self,self,ACAC,26.0,0.7756759,116.0,24.46368,27.53632,0.5,3,on_off_m3,9
