study,scale,guesser,respondent,contrast,type,est,se,df,t,p,p_adj,cgr,cgr_trial_id,model_name,trial_id
mock,scale1,self,self,PLPLvsPLAC,fixCondition,-2.038462,1.121932,116.0,-1.816921,0.07181102,0.2706557,0.5,0,on_off_m3,8
mock,scale1,self,self,ACPLvsACAC,fixCondition,-0.4411765,0.9811012,116.0,-0.4496748,0.6537841,0.9695689,0.5,0,on_off_m3,8
mock,scale1,self,self,PLPLvsACPL,fixGuess,-9.126697,1.053872,116.0,-8.660159,3.199549e-14,2.343681e-13,0.5,0,on_off_m3,8
mock,scale1,self,self,PLACvsACAC,fixGuess,-7.529412,1.053872,116.0,-7.144524,8.561601e-11,5.130792e-10,0.5,0,on_off_m3,8
mock,scale1,self,self,PLPLvsPLAC,fixCondition,-0.2307692,1.114377,116.0,-0.2070836,0.8363077,0.9968422,0.5,1,on_off_m3,8
mock,scale1,self,self,ACPLvsACAC,fixCondition,0.5588235,0.9744947,116.0,0.5734495,0.5674505,0.9398194,0.5,1,on_off_m3,8
mock,scale1,self,self,PLPLvsACPL,fixGuess,-6.615385,1.046775,116.0,-6.319775,5.029665e-09,3.008141e-08,0.5,1,on_off_m3,8
mock,scale1,self,self,PLACvsACAC,fixGuess,-5.825792,1.046775,116.0,-5.565466,1.70841e-07,1.017172e-06,0.5,1,on_off_m3,8
mock,scale1,self,self,PLPLvsPLAC,fixCondition,-0.2307692,1.108767,116.0,-0.2081313,0.8354914,0.9967946,0.5,2,on_off_m3,8
mock,scale1,self,self,ACPLvsACAC,fixCondition,-1.588235,0.9695889,116.0,-1.63805,0.104121,0.3615108,0.5,2,on_off_m3,8
mock,scale1,self,self,PLPLvsACPL,fixGuess,-7.339367,1.041506,116.0,-7.046882,1.400653e-10,8.392408e-10,0.5,2,on_off_m3,8
mock,scale1,self,self,PLACvsACAC,fixGuess,-8.696833,1.041506,116.0,-8.350251,1.657453e-13,1.035283e-12,0.5,2,on_off_m3,8
mock,scale1,self,self,PLPLvsPLAC,fixCondition,0.3461538,1.088396,116.0,0.3180404,0.7510261,0.9888128,0.5,3,on_off_m3,8
mock,scale1,self,self,ACPLvsACAC,fixCondition,-1.205882,0.9517744,116.0,-1.266983,0.2076991,0.5857217,0.5,3,on_off_m3,8
mock,scale1,self,self,PLPLvsACPL,fixGuess,-6.558824,1.02237,116.0,-6.415315,3.17119e-09,1.897258e-08,0.5,3,on_off_m3,8
mock,scale1,self,self,PLACvsACAC,fixGuess,-8.11086,1.02237,116.0,-7.933392,1.481977e-12,8.92586e-12,0.5,3,on_off_m3,8
