study,scale,guesser,respondent,model_type,component,est,se,t,p,cgr,cgr_trial_id,model_name,trial_id
mock,scale1,self,self,without_guess,intercept,21.115384615384613,0.6196399947954265,34.07685880953478,6.557674132041805e-63,0.5,0,on_off_m3,15
mock,scale1,self,self,without_guess,conditionAC,5.9581447963800915,0.8231436046002254,7.238281100748845,4.997944540607419e-11,0.5,0,on_off_m3,15
mock,scale1,self,self,with_guess,intercept,21.586206896551722,0.8324125554350483,25.93210152298821,4.2422618775289575e-50,0.5,0,on_off_m3,15
mock,scale1,self,self,with_guess,conditionAC,5.84622553588071,1.111756629520098,5.2585479417417975,6.709883473361821e-07,0.5,0,on_off_m3,15
mock,scale1,self,self,with_guess,guessAC,-1.0644677661169406,1.2516311869470869,-0.8504643997512834,0.3968189906942515,0.5,0,on_off_m3,15
mock,scale1,self,self,with_guess,conditionAC:guessAC,0.2771966240070888,1.6606864597853124,0.16691689293530085,0.8677260602622869,0.5,0,on_off_m3,15
mock,scale1,self,self,without_guess,intercept,20.711538461538463,0.6045612528889314,34.25879240948235,3.7043870001590353e-63,0.5,1,on_off_m3,15
mock,scale1,self,self,without_guess,conditionAC,6.288461538461538,0.8031126671688114,7.830111260266957,2.3425238850052485e-12,0.5,1,on_off_m3,15
mock,scale1,self,self,with_guess,intercept,20.931034482758626,0.8140953307889052,25.710790482578066,9.906787959962257e-50,0.5,1,on_off_m3,15
mock,scale1,self,self,with_guess,conditionAC,6.420316868592732,1.0872924430998014,5.9048666339378,3.592442140168743e-08,0.5,1,on_off_m3,15
mock,scale1,self,self,with_guess,guessAC,-0.49625187406296895,1.224089063181971,-0.4054050387256805,0.685926543343288,0.5,1,on_off_m3,15
mock,scale1,self,self,with_guess,conditionAC:guessAC,-0.2744543159980603,1.6241430814423494,-0.1689840748232146,0.8661034825525836,0.5,1,on_off_m3,15
mock,scale1,self,self,without_guess,intercept,19.749999999999996,0.6390129009162394,30.907044242270764,2.0879532066699722e-58,0.5,2,on_off_m3,15
mock,scale1,self,self,without_guess,conditionAC,6.11764705882353,0.8488790056553696,7.206736199230719,5.8702323520987e-11,0.5,2,on_off_m3,15
mock,scale1,self,self,with_guess,intercept,19.689655172413786,0.8627198032163458,22.822769454239797,1.0348763275475892e-44,0.5,2,on_off_m3,15
mock,scale1,self,self,with_guess,conditionAC,6.040074557315939,1.1522344952410877,5.24205322984376,7.213118743665406e-07,0.5,2,on_off_m3,15
mock,scale1,self,self,with_guess,guessAC,0.13643178410794837,1.297201735187772,0.10517391428573726,0.9164194565866971,0.5,2,on_off_m3,15
mock,scale1,self,self,with_guess,conditionAC:guessAC,0.16609655067845064,1.7211502715035947,0.0965032242846227,0.9232874427933926,0.5,2,on_off_m3,15
mock,scale1,self,self,without_guess,intercept,19.26923076923077,0.6598083549887321,29.204284279728224,7.775334970702155e-56,0.5,3,on_off_m3,15
mock,scale1,self,self,without_guess,conditionAC,7.848416289592759,0.876504151172617,8.954226034289604,5.9040514193575366e-15,0.5,3,on_off_m3,15
mock,scale1,self,self,with_guess,intercept,18.86206896551724,0.8842009794056764,21.33233213357844,5.858678955779818e-42,0.5,3,on_off_m3,15
mock,scale1,self,self,with_guess,conditionAC,8.867660764212488,1.1809244037275066,7.509084185424848,1.3352564997388315e-11,0.5,3,on_off_m3,15
mock,scale1,self,self,with_guess,guessAC,0.9205397301349334,1.3295012360486398,0.692394790749375,0.49007317556135965,0.5,3,on_off_m3,15
mock,scale1,self,self,with_guess,conditionAC:guessAC,-2.263172685671115,1.7640058221616937,-1.2829734784535571,0.20205883655445314,0.5,3,on_off_m3,15
