study,scale,guesser,respondent,strata,est,se,df,lower_CI,upper_CI,cgr,cgr_trial_id,model_name,trial_id
mock,scale1,self,self,PLPL,22.47826,0.8949574,116.0,20.70569,24.25084,0.5,0,on_off_m3,3
mock,scale1,self,self,ACPL,26.77419,0.7708776,116.0,25.24737,28.30101,0.5,0,on_off_m3,3
mock,scale1,self,self,PLAC,19.86207,0.7970164,116.0,18.28348,21.44066,0.5,0,on_off_m3,3
mock,scale1,self,self,ACAC,27.13514,0.7056111,116.0,25.73758,28.53269,0.5,0,on_off_m3,3
mock,scale1,self,self,PLPL,22.04348,0.9134239,116.0,20.23433,23.85263,0.5,1,on_off_m3,3
mock,scale1,self,self,ACPL,27.09677,0.7867839,116.0,25.53845,28.6551,0.5,1,on_off_m3,3
mock,scale1,self,self,PLAC,19.44828,0.8134621,116.0,17.83711,21.05944,0.5,1,on_off_m3,3
mock,scale1,self,self,ACAC,27.54054,0.7201707,116.0,26.11415,28.96693,0.5,1,on_off_m3,3
mock,scale1,self,self,PLPL,22.17391,0.8175907,116.0,20.55457,23.79325,0.5,2,on_off_m3,3
mock,scale1,self,self,ACPL,27.0,0.7042373,116.0,25.60517,28.39483,0.5,2,on_off_m3,3
mock,scale1,self,self,PLAC,19.93103,0.7281165,116.0,18.48891,21.37316,0.5,2,on_off_m3,3
mock,scale1,self,self,ACAC,26.21622,0.6446129,116.0,24.93948,27.49295,0.5,2,on_off_m3,3
mock,scale1,self,self,PLPL,22.65217,1.001475,116.0,20.66863,24.63572,0.5,3,on_off_m3,3
mock,scale1,self,self,ACPL,25.54839,0.8626277,116.0,23.83984,27.25693,0.5,3,on_off_m3,3
mock,scale1,self,self,PLAC,21.34483,0.8918776,116.0,19.57835,23.1113,0.5,3,on_off_m3,3
mock,scale1,self,self,ACAC,26.35135,0.7895932,116.0,24.78746,27.91524,0.5,3,on_off_m3,3
