study,scale,guesser,respondent,model_type,df1,df2,f,adjr2,p,cgr,cgr_trial_id
sbmd,PANAS,self,self,without_guess,1.0,231.0,0.06540304524755161,-0.004044729078586551,0.7983790373157229,0.5,0
sbmd,PANAS,self,self,with_guess,3.0,229.0,12.465742535104088,0.12912006598009484,1.399687445917835e-07,0.5,0
sbmd,PANAS,self,self,without_guess,1.0,231.0,0.5998855547884825,-0.001727610720761108,0.43941372515887767,0.5,1
sbmd,PANAS,self,self,with_guess,3.0,229.0,10.6018326900391,0.1104482009898925,1.4866920909955722e-06,0.5,1
sbmd,PANAS,self,self,without_guess,1.0,231.0,1.7014285642730962,0.003014285595927757,0.19339937683574185,0.5,2
sbmd,PANAS,self,self,with_guess,3.0,229.0,10.100652248832116,0.10529020717413184,2.825396557990583e-06,0.5,2
sbmd,PANAS,self,self,without_guess,1.0,231.0,0.5147472211915775,-0.0020959907938167266,0.4738158888160342,0.5,3
sbmd,PANAS,self,self,with_guess,3.0,229.0,14.642120483803224,0.1499538602052407,9.333859763328355e-09,0.5,3
