study,scale,guesser,respondent,contrast,type,est,se,df,t,p,p_adj,model_name,trial_id
mock,scale1,self,self,PLPLvsPLAC,fixCondition,-4.405926,1.189085,116.0,-3.705309,0.0003250104,0.00182444,off_on_m3,8
mock,scale1,self,self,ACPLvsACAC,fixCondition,-7.519774,1.533099,116.0,-4.90495,3.073695e-06,1.813598e-05,off_on_m3,8
mock,scale1,self,self,PLPLvsACPL,fixGuess,2.853333,1.665372,116.0,1.713331,0.08932296,0.3214666,off_on_m3,8
mock,scale1,self,self,PLACvsACAC,fixGuess,-0.2605148,0.9954154,116.0,-0.2617146,0.7940056,0.9936879,off_on_m3,8
