study,scale,guesser,respondent,model_type,df1,df2,f,adjr2,p,model_name,trial_id
mock,scale1,self,self,without_guess,1.0,118.0,91.117550447814,0.43094207183869593,2.392788224496644e-16,on_off_m3,10
mock,scale1,self,self,with_guess,3.0,116.0,30.54082531250497,0.42684432664306693,1.2605574147271621e-14,on_off_m3,10
