study,scale,guesser,respondent,strata,est,se,df,lower_CI,upper_CI,model_name,trial_id
mock,scale1,self,self,PLPL,20.59259,0.8264588,116.0,18.95569,22.2295,on_off_m3,21
mock,scale1,self,self,ACPL,28.31034,0.7974511,116.0,26.73089,29.8898,on_off_m3,21
mock,scale1,self,self,PLAC,20.88,0.8588812,116.0,19.17888,22.58112,on_off_m3,21
mock,scale1,self,self,ACAC,27.05128,0.6876553,116.0,25.68929,28.41327,on_off_m3,21
