study,scale,guesser,respondent,model_type,df1,df2,f,adjr2,p,model_name,trial_id
mock,scale1,self,self,without_guess,1.0,118.0,2.931032434141699,0.015968047202386426,0.08951881199729114,off_on_m3,2
mock,scale1,self,self,with_guess,3.0,116.0,8.658760257668472,0.16183182604804502,3.1173573676476584e-05,off_on_m3,2
