study,scale,guesser,respondent,model_type,component,est,se,t,p,model_name,trial_id
mock,scale1,self,self,without_guess,intercept,21.15384615384615,0.5736786279272994,36.874035608185345,1.3133507423502127e-66,on_off_m3,3
mock,scale1,self,self,without_guess,conditionAC,5.27262443438914,0.7620874986129513,6.918660185327353,2.5205387299570567e-10,on_off_m3,3
mock,scale1,self,self,with_guess,intercept,22.23809523809524,0.9008295500445868,24.686240850996242,5.377934026765746e-48,on_off_m3,3
mock,scale1,self,self,with_guess,conditionAC,4.056022408963589,1.1457358706865095,3.5401024902303835,0.0005766993738663882,on_off_m3,3
mock,scale1,self,self,with_guess,guessAC,-1.818740399385558,1.166711420052986,-1.558860544369198,0.12175354514007866,on_off_m3,3
mock,scale1,self,self,with_guess,conditionAC:guessAC,2.083446281738499,1.537416388611276,1.3551607080372308,0.1779994016754627,on_off_m3,3
