study,scale,guesser,respondent,contrast,type,est,se,df,t,p,p_adj,model_name,trial_id
mock,scale1,self,self,PLPLvsPLAC,fixCondition,0.3822222,1.258503,116.0,0.3037118,0.7618915,0.9902246,on_off_m3,20
mock,scale1,self,self,ACPLvsACAC,fixCondition,0.3731602,1.100191,116.0,0.3391778,0.7350891,0.9865023,on_off_m3,20
mock,scale1,self,self,PLPLvsACPL,fixGuess,-7.870303,1.202241,116.0,-6.546361,1.676316e-09,1.003308e-08,on_off_m3,20
mock,scale1,self,self,PLACvsACAC,fixGuess,-7.879365,1.161407,116.0,-6.784328,5.196455e-10,3.112021e-09,on_off_m3,20
