study,scale,guesser,respondent,contrast,type,est,se,df,t,p,p_adj,model_name,trial_id
mock,scale1,self,self,PLPLvsPLAC,fixCondition,2.188148,1.220351,116.0,1.793049,0.07557103,0.2819034,on_off_m3,25
mock,scale1,self,self,ACPLvsACAC,fixCondition,1.899306,1.068226,116.0,1.778,0.07802392,0.2891381,on_off_m3,25
mock,scale1,self,self,PLPLvsACPL,fixGuess,-6.515556,1.144665,116.0,-5.692106,9.600391e-08,5.72207e-07,on_off_m3,25
mock,scale1,self,self,PLACvsACAC,fixGuess,-6.804398,1.148957,116.0,-5.922237,3.312806e-08,1.97761e-07,on_off_m3,25
